year,week,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
2018,3,23,Caleb Sturgis(FA),1,1,100.0,26,0,1,0,0,0,2,3,1,5.0,5.0,0.0%
2018,3,24,Jason Myers(SEA),1,1,100.0,28,0,1,0,0,0,2,2,1,5.0,5.0,7.2%
2018,3,25,Sam Ficken(FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.0%
2018,3,26,Stephen Gostkowski(FA),1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.8%
2018,3,27,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,43.2%
2018,3,28,Randy Bullock(FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.2%
2018,3,29,Matt Bryant(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.1%
2018,3,30,Phil Dawson(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%
2018,3,31,Brandon McManus(GB),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,7.3%
2018,3,32,Dan Bailey(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2018,4,1,Wil Lutz(DEN),4,4,100.0,42,0,1,2,1,0,3,3,1,16.0,16.0,32.9%
2018,4,2,Justin Tucker(FA),4,4,100.0,49,0,1,1,2,0,2,2,1,16.0,16.0,10.4%
2018,4,3,Brett Maher(FA),4,4,100.0,43,0,1,2,1,0,2,2,1,15.0,15.0,1.4%
2018,4,4,Cody Parkey(FA),2,2,100.0,50,0,0,0,1,1,6,6,1,15.0,15.0,1.4%
2018,4,5,Matt McCrane(FA),3,5,60.0,44,0,2,0,1,0,4,4,1,14.0,14.0,0.0%
2018,4,6,Matt Bryant(FA),3,3,100.0,55,0,1,1,0,1,3,3,1,14.0,14.0,1.1%
2018,4,7,Mason Crosby(FA),3,3,100.0,52,0,0,1,0,2,1,2,1,14.0,14.0,0.1%
2018,4,8,Ka'imi Fairbairn(HOU),3,4,75.0,40,0,1,1,1,0,4,4,1,14.0,14.0,66.4%
2018,4,9,Brandon McManus(GB),3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,7.3%
2018,4,10,Josh Lambo(FA),3,3,100.0,54,0,1,1,0,1,2,2,1,13.0,13.0,0.6%
2018,4,11,Dan Bailey(FA),3,3,100.0,40,0,0,2,1,0,2,2,1,12.0,12.0,1.1%
2018,4,12,Sebastian Janikowski(FA),2,4,50.0,52,0,0,0,1,1,2,2,1,11.0,11.0,20.0%
2018,4,13,Jake Elliott(PHI),3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,60.7%
2018,4,14,Adam Vinatieri(FA),2,2,100.0,44,0,0,0,2,0,2,2,1,10.0,10.0,0.9%
2018,4,15,Caleb Sturgis(FA),3,4,75.0,48,0,2,0,1,0,0,2,1,10.0,10.0,0.0%
2018,4,16,Harrison Butker(KC),2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,68.5%
2018,4,17,Robbie Gould(FA),2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,1.1%
2018,4,18,Ryan Succop(FA),2,2,100.0,42,0,0,1,1,0,2,2,1,9.0,9.0,1.5%
2018,4,19,Greg Joseph(SF),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,0.6%
2018,4,20,Stephen Gostkowski(FA),1,1,100.0,20,0,1,0,0,0,5,5,1,8.0,8.0,0.8%
2018,4,21,Sam Ficken(FA),1,2,50.0,34,0,0,1,0,0,5,5,1,8.0,8.0,0.0%
2018,4,22,Randy Bullock(FA),1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,1.2%
2018,4,23,Matt Prater(FA),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,0.9%
2018,4,24,Jason Myers(SEA),2,2,100.0,38,0,1,1,0,0,0,0,1,6.0,6.0,7.2%
2018,4,25,Chris Boswell(PIT),2,2,100.0,39,0,0,2,0,0,0,0,1,6.0,6.0,72.6%
2018,4,26,Phil Dawson(FA),1,3,33.3,23,0,1,0,0,0,2,2,1,5.0,5.0,0.1%
2018,4,27,Chandler Catanzaro(FA),1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.0%
2018,4,28,Aldrick Rosas(FA),1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,0.0%
2018,4,29,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,43.2%
2018,4,30,Stephen Hauschka(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%
2018,5,1,Graham Gano(NYG),4,4,100.0,63,0,0,1,2,1,3,3,1,19.0,19.0,2.3%
2018,5,2,Ryan Succop(FA),4,4,100.0,54,0,1,1,0,2,0,0,1,16.0,16.0,1.5%
2018,5,3,Aldrick Rosas(FA),3,3,100.0,53,0,0,1,1,1,2,2,1,14.0,14.0,0.0%
2018,5,4,Ka'imi Fairbairn(HOU),4,5,80.0,36,1,2,1,0,0,1,1,1,13.0,13.0,66.4%
2018,5,5,Harrison Butker(KC),3,3,100.0,42,0,1,1,1,0,3,3,1,13.0,13.0,68.5%
2018,5,6,Dan Bailey(FA),3,5,60.0,52,0,1,1,0,1,2,2,1,13.0,13.0,1.1%
2018,5,7,Brett Maher(FA),3,3,100.0,48,0,1,0,2,0,1,1,1,12.0,12.0,1.4%
2018,5,8,Jason Myers(SEA),2,3,66.7,49,0,0,1,1,0,4,4,1,11.0,11.0,7.2%
2018,5,9,Randy Bullock(FA),2,3,66.7,51,0,1,0,0,1,3,3,1,11.0,11.0,1.2%
2018,5,10,Justin Tucker(FA),3,4,75.0,44,0,1,1,1,0,0,0,1,10.0,10.0,10.4%
2018,5,11,Stephen Hauschka(FA),2,2,100.0,46,0,0,0,2,0,1,1,1,9.0,9.0,1.4%
2018,5,12,Stephen Gostkowski(FA),1,1,100.0,45,0,0,0,1,0,5,5,1,9.0,9.0,0.8%
2018,5,13,Sebastian Janikowski(FA),1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,9.0,20.0%
2018,5,14,Cairo Santos(CHI),2,2,100.0,39,1,0,1,0,0,3,4,1,9.0,9.0,14.0%
2018,5,15,Dustin Hopkins(CLE),2,2,100.0,53,0,0,1,0,1,1,1,1,9.0,9.0,2.0%
2018,5,16,Caleb Sturgis(FA),2,3,66.7,49,0,0,1,1,0,2,3,1,9.0,9.0,0.0%
2018,5,17,Adam Vinatieri(FA),1,2,50.0,54,0,0,0,0,1,3,3,1,8.0,8.0,0.9%
2018,5,18,Wil Lutz(DEN),1,1,100.0,44,0,0,0,1,0,4,5,1,8.0,8.0,32.9%
2018,5,19,Matt Prater(FA),1,2,50.0,39,0,0,1,0,0,4,4,1,7.0,7.0,0.9%
2018,5,20,Jake Elliott(PHI),2,2,100.0,30,0,1,1,0,0,1,1,1,7.0,7.0,60.7%
2018,5,21,Greg Joseph(SF),2,3,66.7,37,0,0,2,0,0,0,1,1,6.0,6.0,0.6%
2018,5,22,Matt Bryant(FA),1,1,100.0,47,0,0,0,1,0,2,2,1,6.0,6.0,1.1%
2018,5,23,Jason Sanders(MIA),1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,43.2%
2018,5,24,Chris Boswell(PIT),0,0,0,0,0,0,0,0,0,5,6,1,5.0,5.0,72.6%
2018,5,25,Brandon McManus(GB),1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,7.3%
2018,5,26,Matt McCrane(FA),1,2,50.0,24,0,1,0,0,0,1,1,1,4.0,4.0,0.0%
2018,5,27,Mason Crosby(FA),1,5,20.0,41,0,0,0,1,0,0,1,1,4.0,4.0,0.1%
2018,5,28,Phil Dawson(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.1%
2018,5,29,Josh Lambo(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.6%
2018,5,30,Robbie Gould(FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2018,6,1,Jason Myers(SEA),7,7,100.0,48,0,0,4,3,0,3,3,1,27.0,27.0,7.2%
2018,6,2,Stephen Gostkowski(FA),5,5,100.0,50,0,2,1,1,1,4,4,1,22.0,22.0,0.8%
2018,6,3,Brett Maher(FA),4,4,100.0,55,0,0,1,1,2,4,4,1,21.0,21.0,1.4%
2018,6,4,Harrison Butker(KC),4,4,100.0,43,0,1,1,2,0,4,4,1,18.0,18.0,68.5%
2018,6,5,Mason Crosby(FA),4,4,100.0,51,0,2,1,0,1,3,3,1,17.0,17.0,0.1%
2018,6,6,Robbie Gould(FA),3,3,100.0,46,0,0,0,3,0,3,3,1,15.0,15.0,1.1%
2018,6,7,Jason Sanders(MIA),3,3,100.0,50,0,1,0,1,1,2,2,1,14.0,14.0,43.2%
2018,6,8,Dustin Hopkins(CLE),3,3,100.0,56,0,1,0,1,1,2,2,1,14.0,14.0,2.0%
2018,6,9,Matt Bryant(FA),2,2,100.0,57,0,0,0,1,1,4,4,1,13.0,13.0,1.1%
2018,6,10,Cairo Santos(CHI),3,4,75.0,39,0,2,1,0,0,2,2,1,11.0,11.0,14.0%
2018,6,11,Sebastian Janikowski(FA),2,2,100.0,44,0,1,0,1,0,3,3,1,10.0,10.0,20.0%
2018,6,12,Adam Vinatieri(FA),2,2,100.0,31,0,1,1,0,0,4,4,1,10.0,10.0,0.9%
2018,6,13,Dan Bailey(FA),2,2,100.0,48,0,0,1,1,0,3,3,1,10.0,10.0,1.1%
2018,6,14,Jake Elliott(PHI),2,3,66.7,33,0,0,2,0,0,4,4,1,10.0,10.0,60.7%
2018,6,15,Michael Badgley(FA),1,1,100.0,44,0,0,0,1,0,5,5,1,9.0,9.0,3.4%
2018,6,16,Stephen Hauschka(FA),2,2,100.0,52,0,1,0,0,1,1,1,1,9.0,9.0,1.4%
2018,6,17,Chris Boswell(PIT),2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,72.6%
2018,6,18,Brandon McManus(GB),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,7.3%
2018,6,19,Ka'imi Fairbairn(HOU),2,2,100.0,33,0,1,1,0,0,2,2,1,8.0,8.0,66.4%
2018,6,20,Aldrick Rosas(FA),2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,7.0,0.0%
2018,6,21,Greg Joseph(SF),2,2,100.0,33,0,1,1,0,0,0,0,1,6.0,6.0,0.6%
2018,6,22,Phil Dawson(FA),1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.1%
2018,6,23,Chandler Catanzaro(FA),1,1,100.0,35,0,0,1,0,0,2,3,1,5.0,5.0,0.0%
2018,6,24,Matt McCrane(FA),1,2,50.0,43,0,0,0,1,0,0,0,1,4.0,4.0,0.0%
2018,6,25,Cody Parkey(FA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.4%
2018,6,26,Graham Gano(NYG),1,1,100.0,32,0,0,1,0,0,0,1,1,3.0,3.0,2.3%
2018,6,27,Randy Bullock(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.2%
2018,6,28,Justin Tucker(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.4%
2018,6,29,Josh Lambo(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%
2018,6,30,Ryan Succop(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%
2018,7,1,Giorgio Tavecchio(FA),3,3,100.0,56,0,0,0,1,2,2,2,1,16.0,16.0,1.0%
2018,7,2,Matt Prater(FA),4,4,100.0,50,0,2,1,0,1,2,2,1,16.0,16.0,0.9%
2018,7,3,Dan Bailey(FA),3,4,75.0,43,0,2,0,1,0,4,4,1,14.0,14.0,1.1%
2018,7,4,Greg Zuerlein(FA),3,3,100.0,37,0,0,3,0,0,4,4,1,13.0,13.0,1.7%
2018,7,5,Brandon McManus(GB),1,1,100.0,41,0,0,0,1,0,6,6,1,10.0,10.0,7.3%
2018,7,6,Ka'imi Fairbairn(HOU),2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,66.4%
2018,7,7,Chandler Catanzaro(FA),2,3,66.7,59,0,0,1,0,1,2,3,1,10.0,10.0,0.0%
2018,7,8,Harrison Butker(KC),1,2,50.0,26,0,1,0,0,0,6,6,1,9.0,9.0,68.5%
2018,7,9,Stephen Gostkowski(FA),1,1,100.0,29,0,1,0,0,0,5,5,1,8.0,8.0,0.8%
2018,7,10,Michael Badgley(FA),2,2,100.0,29,0,2,0,0,0,2,2,1,8.0,8.0,3.4%
2018,7,11,Dustin Hopkins(CLE),2,2,100.0,25,0,2,0,0,0,2,2,1,8.0,8.0,2.0%
2018,7,12,Cody Parkey(FA),1,1,100.0,46,0,0,0,1,0,4,4,1,8.0,8.0,1.4%
2018,7,13,Jason Myers(SEA),1,1,100.0,55,0,0,0,0,1,2,2,1,7.0,7.0,7.2%
2018,7,14,Ryan Succop(FA),2,3,66.7,33,0,1,1,0,0,1,1,1,7.0,7.0,1.5%
2018,7,15,Wil Lutz(DEN),1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,32.9%
2018,7,16,Aldrick Rosas(FA),2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,6.0,0.0%
2018,7,17,Brett Maher(FA),1,2,50.0,47,0,0,0,1,0,2,2,1,6.0,6.0,1.4%
2018,7,18,Jake Elliott(PHI),1,2,50.0,46,0,0,0,1,0,2,2,1,6.0,6.0,60.7%
2018,7,19,Robbie Gould(FA),1,1,100.0,51,0,0,0,0,1,1,1,1,6.0,6.0,1.1%
2018,7,20,Phil Dawson(FA),1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.1%
2018,7,21,Justin Tucker(FA),1,1,100.0,31,0,0,1,0,0,2,3,1,5.0,5.0,10.4%
2018,7,22,Adam Vinatieri(FA),1,1,100.0,36,0,0,1,0,0,2,4,1,5.0,5.0,0.9%
2018,7,23,Randy Bullock(FA),1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,1.2%
2018,7,24,Stephen Hauschka(FA),1,1,100.0,34,0,0,1,0,0,0,0,1,3.0,3.0,1.4%
2018,7,25,Jason Sanders(MIA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,43.2%
2018,7,26,Greg Joseph(SF),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%
2018,7,27,Josh Lambo(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%
2018,7,28,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,1,2,1,1.0,1.0,2.3%
2018,8,1,Wil Lutz(DEN),3,3,100.0,52,0,0,0,2,1,3,3,1,16.0,16.0,32.9%
2018,8,2,Josh Lambo(FA),4,4,100.0,57,0,1,1,0,2,0,0,1,16.0,16.0,0.6%
2018,8,3,Graham Gano(NYG),3,3,100.0,54,0,0,1,1,1,3,3,1,15.0,15.0,2.3%
2018,8,4,Stephen Gostkowski(FA),4,5,80.0,40,0,2,1,1,0,1,1,1,14.0,14.0,0.8%
2018,8,5,Jason Sanders(MIA),3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,43.2%
2018,8,6,Mason Crosby(FA),2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,0.1%
2018,8,7,Dustin Hopkins(CLE),2,3,66.7,53,0,0,1,0,1,2,2,1,10.0,10.0,2.0%
2018,8,8,Adam Vinatieri(FA),2,2,100.0,26,0,2,0,0,0,4,4,1,10.0,10.0,0.9%
2018,8,9,Stephen Hauschka(FA),2,2,100.0,51,0,0,0,1,1,0,0,1,9.0,9.0,1.4%
2018,8,10,Chris Boswell(PIT),1,1,100.0,42,0,0,0,1,0,4,4,1,8.0,8.0,72.6%
2018,8,11,Chandler Catanzaro(FA),2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,8.0,0.0%
2018,8,12,Greg Zuerlein(FA),2,2,100.0,43,0,0,1,1,0,1,1,1,8.0,8.0,1.7%
2018,8,13,Randy Bullock(FA),1,1,100.0,44,0,0,0,1,0,4,5,1,8.0,8.0,1.2%
2018,8,14,Aldrick Rosas(FA),2,2,100.0,37,0,1,1,0,0,1,1,1,7.0,7.0,0.0%
2018,8,15,Greg Joseph(SF),2,3,66.7,45,0,0,1,1,0,0,1,1,7.0,7.0,0.6%
2018,8,16,Robbie Gould(FA),2,2,100.0,27,0,2,0,0,0,1,1,1,7.0,7.0,1.1%
2018,8,17,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,6,6,1,6.0,6.0,66.4%
2018,8,18,Cody Parkey(FA),1,2,50.0,32,0,0,1,0,0,3,3,1,6.0,6.0,1.4%
2018,8,19,Jake Elliott(PHI),1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,6.0,60.7%
2018,8,20,Harrison Butker(KC),1,1,100.0,24,0,1,0,0,0,3,4,1,6.0,6.0,68.5%
2018,8,21,Jason Myers(SEA),1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,7.2%
2018,8,22,Brandon McManus(GB),1,2,50.0,36,0,0,1,0,0,2,2,1,5.0,5.0,7.3%
2018,8,23,Sebastian Janikowski(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,20.0%
2018,8,24,Phil Dawson(FA),1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,0.1%
2018,8,25,Daniel Carlson(LV),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,15.2%
2018,8,26,Justin Tucker(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,10.4%
2018,8,27,Matt Prater(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.9%
