year,week,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
2019,1,42,Caleb Sturgis(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,43,Giorgio Tavecchio(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%
2019,2,1,Joey Slye(TEN),4,4,100.0,54,0,0,2,0,2,0,0,1,16.0,16.0,2.0%
2019,2,2,Eddy Pineiro(FA),3,3,100.0,53,0,0,0,1,2,1,1,1,15.0,15.0,1.1%
2019,2,3,Justin Tucker(FA),3,3,100.0,51,0,1,1,0,1,2,2,1,13.0,13.0,10.4%
2019,2,4,Austin Seibert(FA),3,3,100.0,48,0,1,0,2,0,2,2,1,13.0,13.0,0.7%
2019,2,5,Wil Lutz(DEN),3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,32.9%
2019,2,6,Robbie Gould(FA),2,3,66.7,38,0,0,2,0,0,5,5,1,11.0,11.0,1.1%
2019,2,7,Greg Zuerlein(FA),2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,1.7%
2019,2,8,Zane Gonzalez(FA),3,3,100.0,22,0,3,0,0,0,0,0,1,9.0,9.0,6.3%
2019,2,9,Chris Boswell(PIT),2,2,100.0,41,0,0,1,1,0,2,2,1,9.0,9.0,72.6%
2019,2,10,Matt Gay(WAS),2,3,66.7,40,0,0,1,1,0,2,2,1,9.0,9.0,16.1%
2019,2,11,Matt Bryant(FA),1,2,50.0,50,0,0,0,0,1,3,3,1,8.0,8.0,1.1%
2019,2,12,Brandon McManus(GB),2,2,100.0,43,0,0,0,2,0,0,0,1,8.0,8.0,7.3%
2019,2,13,Josh Lambo(FA),2,2,100.0,40,0,0,1,1,0,0,0,1,7.0,7.0,0.6%
2019,2,14,Stephen Gostkowski(FA),1,2,50.0,28,0,1,0,0,0,4,6,1,7.0,7.0,0.8%
2019,2,15,Jake Elliott(PHI),2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,7.0,60.7%
2019,2,16,Brett Maher(FA),1,1,100.0,25,0,1,0,0,0,4,4,1,7.0,7.0,1.4%
2019,2,17,Ka'imi Fairbairn(HOU),2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,66.4%
2019,2,18,Cairo Santos(CHI),1,2,50.0,49,0,0,0,1,0,2,2,1,6.0,6.0,14.0%
2019,2,19,Randy Bullock(FA),1,2,50.0,37,0,0,1,0,0,2,2,1,5.0,5.0,1.2%
2019,2,20,Jason Myers(SEA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,7.2%
2019,2,21,Ty Long(FA),1,3,33.3,39,0,0,1,0,0,1,1,1,4.0,4.0,1.1%
2019,2,22,Dan Bailey(FA),1,2,50.0,31,0,0,1,0,0,1,2,1,4.0,4.0,1.1%
2019,2,23,Stephen Hauschka(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.4%
2019,2,24,Sam Ficken(FA),1,1,100.0,46,0,0,0,1,0,0,0,1,4.0,4.0,0.0%
2019,2,25,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,68.5%
2019,2,26,Daniel Carlson(LV),1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,15.2%
2019,2,27,Mason Crosby(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%
2019,2,28,Dustin Hopkins(CLE),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%
2019,2,29,Aldrick Rosas(FA),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
2019,2,30,Matt Prater(FA),0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.9%
2019,2,31,Adam Vinatieri(FA),0,0,0,0,0,0,0,0,0,1,3,1,1.0,1.0,0.9%
2019,2,32,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,43.2%
2019,3,1,Matt Gay(WAS),4,5,80.0,52,0,2,0,1,1,1,3,1,16.0,16.0,16.1%
2019,3,2,Dan Bailey(FA),2,2,100.0,50,0,1,0,0,1,4,4,1,12.0,12.0,1.1%
2019,3,3,Mason Crosby(FA),2,3,66.7,42,0,0,0,2,0,3,3,1,11.0,11.0,0.1%
2019,3,4,Adam Vinatieri(FA),2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,0.9%
2019,3,5,Josh Lambo(FA),2,2,100.0,48,0,0,0,2,0,2,2,1,10.0,10.0,0.6%
2019,3,6,Harrison Butker(KC),2,2,100.0,42,0,0,1,1,0,3,4,1,10.0,10.0,68.5%
2019,3,7,Greg Zuerlein(FA),2,3,66.7,53,0,0,1,0,1,2,2,1,10.0,10.0,1.7%
2019,3,8,Matt Prater(FA),2,3,66.7,33,0,1,1,0,0,3,3,1,9.0,9.0,0.9%
2019,3,9,Chris Boswell(PIT),2,2,100.0,46,0,1,0,1,0,2,2,1,9.0,9.0,72.6%
2019,3,10,Ty Long(FA),2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,1.1%
2019,3,11,Zane Gonzalez(FA),2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,6.3%
2019,3,12,Joey Slye(TEN),1,1,100.0,36,0,0,1,0,0,5,5,1,8.0,8.0,2.0%
2019,3,13,Stephen Hauschka(FA),2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,1.4%
2019,3,14,Austin Seibert(FA),2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,0.7%
2019,3,15,Brett Maher(FA),1,2,50.0,28,0,1,0,0,0,4,4,1,7.0,7.0,1.4%
2019,3,16,Eddy Pineiro(FA),1,2,50.0,38,0,0,1,0,0,4,4,1,7.0,7.0,1.1%
2019,3,17,Aldrick Rosas(FA),1,1,100.0,36,0,0,1,0,0,3,3,1,6.0,6.0,0.0%
2019,3,18,Randy Bullock(FA),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,1.2%
2019,3,19,Jake Elliott(PHI),1,1,100.0,25,0,1,0,0,0,3,3,1,6.0,6.0,60.7%
2019,3,20,Stephen Gostkowski(FA),1,1,100.0,37,0,0,1,0,0,3,4,1,6.0,6.0,0.8%
2019,3,21,Robbie Gould(FA),1,1,100.0,24,0,1,0,0,0,3,3,1,6.0,6.0,1.1%
2019,3,22,Matt Bryant(FA),1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,1.1%
2019,3,23,Jason Sanders(MIA),2,3,66.7,33,0,1,1,0,0,0,0,1,6.0,6.0,43.2%
2019,3,24,Justin Tucker(FA),1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,10.4%
2019,3,25,Brandon McManus(GB),1,1,100.0,30,0,0,1,0,0,1,2,1,4.0,4.0,7.3%
2019,3,26,Wil Lutz(DEN),0,0,0,0,0,0,0,0,0,3,4,1,3.0,3.0,32.9%
2019,3,27,Ka'imi Fairbairn(HOU),0,1,0.0,0,0,0,0,0,0,3,4,1,3.0,3.0,66.4%
2019,3,28,Jason Myers(SEA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,7.2%
2019,3,29,Dustin Hopkins(CLE),1,2,50.0,35,0,0,1,0,0,0,0,1,3.0,3.0,2.0%
2019,3,30,Daniel Carlson(LV),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,15.2%
2019,3,31,Sam Ficken(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
2019,3,32,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,14.0%
2019,4,1,Ty Long(FA),3,3,100.0,51,0,0,0,2,1,3,3,1,16.0,16.0,1.1%
2019,4,2,Josh Lambo(FA),4,4,100.0,40,0,1,2,1,0,2,2,1,15.0,15.0,0.6%
2019,4,3,Matt Prater(FA),3,3,100.0,53,0,1,0,1,1,3,3,1,15.0,15.0,0.9%
2019,4,4,Matt Gay(WAS),2,2,100.0,58,0,1,0,0,1,7,7,1,15.0,15.0,16.1%
2019,4,5,Wil Lutz(DEN),4,4,100.0,42,1,1,0,2,0,0,0,1,14.0,14.0,32.9%
2019,4,6,Greg Zuerlein(FA),2,2,100.0,58,0,0,0,1,1,4,4,1,13.0,13.0,1.7%
2019,4,7,Joey Slye(TEN),3,3,100.0,55,0,1,0,1,1,1,1,1,13.0,13.0,2.0%
2019,4,8,Harrison Butker(KC),2,3,66.7,44,0,1,0,1,0,4,4,1,11.0,11.0,68.5%
2019,4,9,Austin Seibert(FA),2,2,100.0,43,0,1,0,1,0,4,4,1,11.0,11.0,0.7%
2019,4,10,Chris Boswell(PIT),2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,72.6%
2019,4,11,Eddy Pineiro(FA),3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,1.1%
2019,4,12,Mason Crosby(FA),2,2,100.0,31,0,0,2,0,0,3,3,1,9.0,9.0,0.1%
2019,4,13,Jason Myers(SEA),2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,7.2%
2019,4,14,Daniel Carlson(LV),1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,15.2%
2019,4,15,Cairo Santos(CHI),1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,14.0%
2019,4,16,Justin Tucker(FA),1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,6.0,10.4%
2019,4,17,Adam Vinatieri(FA),1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,0.9%
2019,4,18,Brandon McManus(GB),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,7.3%
2019,4,19,Aldrick Rosas(FA),1,1,100.0,30,0,0,1,0,0,3,3,1,6.0,6.0,0.0%
2019,4,20,Matt Bryant(FA),1,2,50.0,42,0,0,0,1,0,1,1,1,5.0,5.0,1.1%
2019,4,21,Brett Maher(FA),1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,1.4%
2019,4,22,Ka'imi Fairbairn(HOU),1,2,50.0,37,0,0,1,0,0,1,1,1,4.0,4.0,66.4%
2019,4,23,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,60.7%
2019,4,24,Zane Gonzalez(FA),1,3,33.3,33,0,0,1,0,0,1,1,1,4.0,4.0,6.3%
2019,4,25,Jason Sanders(MIA),1,3,33.3,30,0,0,1,0,0,1,1,1,4.0,4.0,43.2%
2019,4,26,Randy Bullock(FA),1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,1.2%
2019,4,27,Dustin Hopkins(CLE),1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,2.0%
2019,4,28,Stephen Gostkowski(FA),1,1,100.0,23,0,0,0,0,0,1,2,1,1.0,1.0,0.8%
2019,4,29,Stephen Hauschka(FA),1,2,50.0,46,0,0,0,0,0,1,1,1,1.0,1.0,1.4%
2019,4,30,Dan Bailey(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2019,5,1,Dan Bailey(FA),4,4,100.0,48,0,0,2,2,0,2,2,1,16.0,16.0,1.1%
2019,5,2,Justin Tucker(FA),4,4,100.0,48,0,2,0,2,0,2,2,1,16.0,16.0,10.4%
2019,5,3,Zane Gonzalez(FA),4,5,80.0,31,0,3,1,0,0,2,2,1,14.0,14.0,6.3%
2019,5,4,Adam Vinatieri(FA),4,4,100.0,32,0,1,3,0,0,1,1,1,13.0,13.0,0.9%
2019,5,5,Ka'imi Fairbairn(HOU),2,2,100.0,50,0,1,0,0,1,5,7,1,13.0,13.0,66.4%
2019,5,6,Randy Bullock(FA),3,3,100.0,48,0,2,0,1,0,2,2,1,12.0,12.0,1.2%
2019,5,7,Greg Zuerlein(FA),3,4,75.0,47,0,0,2,1,0,2,2,1,12.0,12.0,1.7%
2019,5,8,Chris Boswell(PIT),3,3,100.0,41,0,1,1,1,0,2,2,1,12.0,12.0,72.6%
2019,5,9,Brandon McManus(GB),2,3,66.7,46,0,0,0,2,0,2,2,1,10.0,10.0,7.3%
2019,5,10,Mason Crosby(FA),2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,0.1%
2019,5,11,Mike Nugent(FA),2,2,100.0,37,0,1,1,0,0,3,4,1,9.0,9.0,1.0%
2019,5,12,Josh Lambo(FA),2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,0.6%
2019,5,13,Chase McLaughlin(TB),2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,8.0,71.0%
2019,5,14,Robbie Gould(FA),1,4,25.0,44,0,0,0,1,0,4,4,1,8.0,8.0,1.1%
2019,5,15,Daniel Carlson(LV),1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,7.0,15.2%
2019,5,16,Jason Myers(SEA),1,2,50.0,42,0,0,0,1,0,3,3,1,7.0,7.0,7.2%
2019,5,17,Jake Elliott(PHI),1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,7.0,60.7%
2019,5,18,Harrison Butker(KC),2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,7.0,68.5%
2019,5,19,Matt Gay(WAS),1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,16.1%
2019,5,20,Wil Lutz(DEN),1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,7.0,32.9%
2019,5,21,Matt Bryant(FA),1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,6.0,1.1%
2019,5,22,Brett Maher(FA),1,3,33.3,36,0,0,1,0,0,3,3,1,6.0,6.0,1.4%
2019,5,23,Aldrick Rosas(FA),1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,4.0,0.0%
2019,5,24,Joey Slye(TEN),0,2,0.0,0,0,0,0,0,0,4,5,1,4.0,4.0,2.0%
2019,5,25,Eddy Pineiro(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.1%
2019,5,26,Austin Seibert(FA),1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,0.7%
2019,5,27,Stephen Hauschka(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.4%
2019,5,28,Dustin Hopkins(CLE),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,2.0%
2019,5,29,Cairo Santos(CHI),0,4,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,14.0%
2019,5,30,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2019,5,31,Sam Ficken(FA),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,6,1,Matt Prater(FA),5,5,100.0,54,0,2,0,1,2,1,1,1,21.0,21.0,0.9%
2019,6,2,Brett Maher(FA),3,4,75.0,62,0,0,1,0,2,1,1,1,14.0,14.0,1.4%
2019,6,3,Brandon McManus(GB),3,3,100.0,53,0,0,1,1,1,1,1,1,13.0,13.0,7.3%
2019,6,4,Justin Tucker(FA),3,3,100.0,49,0,1,0,2,0,2,2,1,13.0,13.0,10.4%
2019,6,5,Mason Crosby(FA),3,3,100.0,48,0,1,1,1,0,2,2,1,12.0,12.0,0.1%
2019,6,6,Zane Gonzalez(FA),2,2,100.0,39,0,1,1,0,0,4,4,1,10.0,10.0,6.3%
2019,6,7,Jake Elliott(PHI),2,2,100.0,53,0,0,0,1,1,2,2,1,10.0,10.0,60.7%
2019,6,8,Matt Bryant(FA),2,2,100.0,44,0,1,0,1,0,3,4,1,10.0,10.0,1.1%
2019,6,9,Robbie Gould(FA),2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,8.0,1.1%
2019,6,10,Wil Lutz(DEN),2,2,100.0,47,0,1,0,1,0,1,1,1,8.0,8.0,32.9%
2019,6,11,Jason Myers(SEA),2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,8.0,7.2%
2019,6,12,Dan Bailey(FA),1,1,100.0,39,0,0,1,0,0,5,5,1,8.0,8.0,1.1%
2019,6,13,Harrison Butker(KC),1,2,50.0,41,0,0,0,1,0,3,3,1,7.0,7.0,68.5%
2019,6,14,Sam Ficken(FA),1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,0.0%
2019,6,15,Chris Boswell(PIT),1,1,100.0,20,0,1,0,0,0,3,3,1,6.0,6.0,72.6%
2019,6,16,Josh Lambo(FA),2,2,100.0,32,0,1,1,0,0,0,0,1,6.0,6.0,0.6%
2019,6,17,Matt Gay(WAS),1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,6.0,16.1%
2019,6,18,Ka'imi Fairbairn(HOU),1,2,50.0,44,0,0,0,1,0,2,3,1,6.0,6.0,66.4%
2019,6,19,Chase McLaughlin(TB),1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,5.0,71.0%
2019,6,20,Mike Nugent(FA),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,1.0%
2019,6,21,Dustin Hopkins(CLE),1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,5.0,2.0%
2019,6,22,Randy Bullock(FA),1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,1.2%
2019,6,23,Joey Slye(TEN),3,5,60.0,49,0,0,0,0,0,4,4,1,4.0,4.0,2.0%
2019,6,24,Jason Sanders(MIA),1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,43.2%
2019,6,25,Austin Seibert(FA),0,0,0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.7%
2019,6,26,Aldrick Rosas(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
2019,6,27,Greg Zuerlein(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.7%
2019,6,28,Cody Parkey(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%
2019,6,29,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2019,6,30,Kasey Redfern(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,7,1,Greg Zuerlein(FA),3,4,75.0,55,0,2,0,0,1,4,4,1,15.0,15.0,1.7%
2019,7,2,Brett Maher(FA),3,3,100.0,63,0,2,0,0,1,4,4,1,15.0,15.0,1.4%
2019,7,3,Josh Lambo(FA),4,4,100.0,37,0,3,1,0,0,1,1,1,13.0,13.0,0.6%
2019,7,4,Stephen Hauschka(FA),3,3,100.0,45,0,0,1,2,0,2,2,1,13.0,13.0,1.4%
2019,7,5,Harrison Butker(KC),3,3,100.0,39,0,1,2,0,0,3,3,1,12.0,12.0,68.5%
2019,7,6,Justin Tucker(FA),3,3,100.0,28,0,3,0,0,0,3,3,1,12.0,12.0,10.4%
2019,7,7,Ka'imi Fairbairn(HOU),3,3,100.0,47,0,1,1,1,0,2,2,1,12.0,12.0,66.4%
2019,7,8,Jason Myers(SEA),3,4,75.0,35,0,0,3,0,0,1,1,1,10.0,10.0,7.2%
2019,7,9,Chase McLaughlin(TB),2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,71.0%
2019,7,10,Zane Gonzalez(FA),2,2,100.0,47,0,0,1,1,0,3,3,1,10.0,10.0,6.3%
2019,7,11,Wil Lutz(DEN),2,4,50.0,39,0,0,2,0,0,4,4,1,10.0,10.0,32.9%
2019,7,12,Robbie Gould(FA),3,4,75.0,29,0,3,0,0,0,0,0,1,9.0,9.0,1.1%
2019,7,13,Daniel Carlson(LV),1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,7.0,15.2%
2019,7,14,Mike Nugent(FA),1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.0%
2019,7,15,Matt Prater(FA),1,1,100.0,46,0,0,0,1,0,3,3,1,7.0,7.0,0.9%
2019,7,16,Cody Parkey(FA),1,1,100.0,45,0,0,0,1,0,2,3,1,6.0,6.0,1.4%
2019,7,17,Mason Crosby(FA),0,0,0,0,0,0,0,0,0,6,6,1,6.0,6.0,0.1%
2019,7,18,Eddy Pineiro(FA),1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,1.1%
2019,7,19,Dan Bailey(FA),0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,1.1%
2019,7,20,Matt Bryant(FA),1,2,50.0,52,0,0,0,0,1,1,1,1,6.0,6.0,1.1%
2019,7,21,Randy Bullock(FA),1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,1.2%
2019,7,22,Jake Elliott(PHI),1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,60.7%
2019,7,23,Adam Vinatieri(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.9%
2019,7,24,Aldrick Rosas(FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%
2019,7,25,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,43.2%
2019,7,26,Sam Ficken(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,7,27,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2019,7,28,Brandon McManus(GB),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.3%
2019,7,29,Kasey Redfern(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,7,30,Dustin Hopkins(CLE),0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%
2019,8,1,Dan Bailey(FA),4,4,100.0,50,0,2,0,1,1,1,1,1,16.0,16.0,1.1%
2019,8,2,Adam Vinatieri(FA),3,4,75.0,55,0,0,0,1,2,0,1,1,14.0,14.0,0.9%
2019,8,3,Josh Lambo(FA),3,3,100.0,43,0,2,0,1,0,2,3,1,12.0,12.0,0.6%
2019,8,4,Jason Myers(SEA),2,2,100.0,54,0,0,0,1,1,3,3,1,12.0,12.0,7.2%
2019,8,5,Cody Parkey(FA),2,2,100.0,51,0,0,0,1,1,3,3,1,12.0,12.0,1.4%
2019,8,6,Chris Boswell(PIT),2,3,66.7,42,0,0,0,2,0,3,3,1,11.0,11.0,72.6%
2019,8,7,Zane Gonzalez(FA),3,3,100.0,50,0,0,2,0,1,0,0,1,11.0,11.0,6.3%
2019,8,8,Eddy Pineiro(FA),3,5,60.0,25,1,2,0,0,0,1,1,1,10.0,10.0,1.1%
2019,8,9,Ka'imi Fairbairn(HOU),2,2,100.0,40,0,0,1,1,0,3,3,1,10.0,10.0,66.4%
2019,8,10,Matt Gay(WAS),3,3,100.0,48,0,2,0,1,0,0,0,1,10.0,10.0,16.1%
2019,8,11,Dustin Hopkins(CLE),3,3,100.0,43,0,1,1,1,0,0,0,1,10.0,10.0,2.0%
2019,8,12,Matt Prater(FA),1,2,50.0,52,0,0,0,0,1,4,4,1,9.0,9.0,0.9%
2019,8,13,Mike Nugent(FA),2,4,50.0,29,0,2,0,0,0,3,3,1,9.0,9.0,1.0%
