year,week,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
2024,1,1,Chris Boswell(PIT),6,6,100.0,57,0,1,0,2,3,0,0,1,26.0,26.0,72.6%
2024,1,2,Jake Moody(SF),6,6,100.0,53,0,1,1,2,2,2,2,1,26.0,26.0,12.5%
2024,1,3,Blake Grupe(NO),4,4,100.0,57,0,0,1,1,2,5,5,1,22.0,22.0,2.6%
2024,1,4,Brandon Aubrey(DAL),4,4,100.0,57,0,0,0,2,2,3,3,1,21.0,21.0,95.8%
2024,1,5,Ka'imi Fairbairn(HOU),3,3,100.0,51,0,0,0,0,3,2,2,1,17.0,17.0,66.4%
2024,1,6,Chase McLaughlin(TB),3,3,100.0,56,0,1,1,0,1,4,4,1,15.0,15.0,71.0%
2024,1,7,Cairo Santos(CHI),3,3,100.0,50,0,1,0,1,1,1,1,1,13.0,13.0,14.0%
2024,1,8,Cameron Dicker(LAC),3,3,100.0,53,0,2,0,0,1,1,1,1,12.0,12.0,91.9%
2024,1,9,Wil Lutz(DEN),3,3,100.0,45,0,0,2,1,0,1,1,1,11.0,11.0,32.9%
2024,1,10,Brayden Narveson(FA),3,4,75.0,31,0,2,1,0,0,2,2,1,11.0,11.0,0.7%
2024,1,11,Jason Sanders(MIA),2,3,66.7,52,0,0,1,0,1,2,2,1,10.0,10.0,43.2%
2024,1,12,Tyler Bass(BUF),2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,61.2%
2024,1,13,Joey Slye(TEN),3,3,100.0,37,0,0,3,0,0,1,1,1,10.0,10.0,2.0%
2024,1,14,Jake Elliott(PHI),2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,10.0,60.7%
2024,1,15,Jason Myers(SEA),2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,10.0,7.2%
2024,1,16,Joshua Karty(LAR),2,2,100.0,41,0,1,0,1,0,2,2,1,9.0,9.0,10.8%
2024,1,17,Harrison Butker(KC),2,2,100.0,32,0,0,2,0,0,3,3,1,9.0,9.0,68.5%
2024,1,18,Justin Tucker(FA),2,3,66.7,32,0,1,1,0,0,2,2,1,8.0,8.0,10.4%
2024,1,19,Graham Gano(NYG),2,2,100.0,50,0,1,0,0,1,0,0,1,8.0,8.0,2.3%
2024,1,20,Jake Bates(DET),2,2,100.0,32,0,1,1,0,0,2,2,1,8.0,8.0,93.9%
2024,1,21,Matt Prater(FA),2,2,100.0,31,0,1,1,0,0,2,2,1,8.0,8.0,0.9%
2024,1,22,Cam Little(JAC),1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,3.9%
