year,week,Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST
2021,1,23,Jason Sanders(MIA),1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,43.2%
2021,1,24,Rodrigo Blankenship(FA),1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,0.2%
2021,1,25,Jason Myers(SEA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,7.2%
2021,1,26,Chase McLaughlin(TB),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,71.0%
2021,1,27,Mason Crosby(FA),1,1,100.0,39,0,0,1,0,0,0,0,1,3.0,3.0,0.1%
2021,1,28,Josh Lambo(FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%
2021,1,29,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,14.0%
2021,1,30,Michael Badgley(FA),0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,3.4%
2021,1,31,Graham Gano(NYG),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,2.3%
2021,1,32,Elliott Fry(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%
2021,1,33,Cameron Nizialek(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,1,34,Matt Ammendola(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,1,35,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2021,2,1,Graham Gano(NYG),5,5,100.0,55,0,1,1,1,2,2,2,1,22.0,22.0,2.3%
2021,2,2,Daniel Carlson(LV),4,4,100.0,46,0,0,1,3,0,2,2,1,17.0,17.0,15.2%
2021,2,3,Randy Bullock(FA),4,5,80.0,36,0,1,3,0,0,3,3,1,15.0,15.0,1.2%
2021,2,4,Nick Folk(FA),4,4,100.0,49,0,1,1,2,0,1,2,1,15.0,15.0,0.9%
2021,2,5,Dustin Hopkins(CLE),3,3,100.0,49,0,0,1,2,0,3,3,1,14.0,14.0,2.0%
2021,2,6,Greg Joseph(SF),2,3,66.7,52,0,0,0,0,2,3,4,1,13.0,13.0,0.6%
2021,2,7,Brandon McManus(GB),3,3,100.0,46,0,0,1,2,0,2,2,1,13.0,13.0,7.3%
2021,2,8,Rodrigo Blankenship(FA),3,3,100.0,48,0,0,1,2,0,1,1,1,12.0,12.0,0.2%
2021,2,9,Matt Prater(FA),2,2,100.0,62,0,1,0,0,1,4,4,1,12.0,12.0,0.9%
2021,2,10,Greg Zuerlein(FA),2,2,100.0,56,0,0,1,0,1,2,2,1,10.0,10.0,1.7%
2021,2,11,Tristan Vizcaino(FA),3,4,75.0,46,0,1,1,1,0,0,0,1,10.0,10.0,0.0%
2021,2,12,Matt Gay(WAS),2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,9.0,16.1%
2021,2,13,Zane Gonzalez(FA),2,3,66.7,42,0,1,0,1,0,2,3,1,9.0,9.0,6.3%
2021,2,14,Cairo Santos(CHI),2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,14.0%
2021,2,15,Chris Boswell(PIT),1,1,100.0,56,0,0,0,0,1,2,2,1,7.0,7.0,72.6%
2021,2,16,Evan McPherson(CIN),1,1,100.0,53,0,0,0,0,1,2,2,1,7.0,7.0,43.6%
2021,2,17,Justin Tucker(FA),1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,10.4%
2021,2,18,Chase McLaughlin(TB),1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,71.0%
2021,2,19,Austin Seibert(FA),1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.7%
2021,2,20,Jason Myers(SEA),1,1,100.0,31,0,0,1,0,0,3,4,1,6.0,6.0,7.2%
2021,2,21,Matt Ammendola(FA),2,3,66.7,35,0,1,1,0,0,0,0,1,6.0,6.0,0.0%
2021,2,22,Robbie Gould(FA),1,1,100.0,46,0,0,0,1,0,2,2,1,6.0,6.0,1.1%
2021,2,23,Ryan Succop(FA),0,0,0,0,0,0,0,0,0,6,7,1,6.0,6.0,1.5%
2021,2,24,Younghoe Koo(ATL),1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,22.0%
2021,2,25,Tyler Bass(BUF),0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,61.2%
2021,2,26,Mason Crosby(FA),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,0.1%
2021,2,27,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,5,5,1,5.0,5.0,68.5%
2021,2,28,Jake Elliott(PHI),1,2,50.0,45,0,0,0,1,0,0,0,1,4.0,4.0,60.7%
2021,2,29,Joey Slye(TEN),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%
2021,2,30,Josh Lambo(FA),0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%
2021,2,31,Aldrick Rosas(FA),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%
2021,2,32,Jason Sanders(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,43.2%
2021,2,33,Cameron Nizialek(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,2,34,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2021,3,1,Chase McLaughlin(TB),4,4,100.0,57,0,1,0,1,2,2,2,1,19.0,19.0,71.0%
2021,3,2,Justin Tucker(FA),4,5,80.0,66,0,0,2,0,2,1,1,1,17.0,17.0,10.4%
2021,3,3,Mason Crosby(FA),3,3,100.0,54,0,0,1,0,2,3,3,1,16.0,16.0,0.1%
2021,3,4,Brandon McManus(GB),4,4,100.0,47,0,1,1,2,0,2,2,1,16.0,16.0,7.3%
2021,3,5,Tyler Bass(BUF),3,3,100.0,48,0,2,0,1,0,4,4,1,14.0,14.0,61.2%
2021,3,6,Daniel Carlson(LV),3,3,100.0,50,0,1,1,0,1,2,3,1,13.0,13.0,15.2%
2021,3,7,Greg Joseph(SF),3,3,100.0,43,0,1,1,1,0,3,3,1,13.0,13.0,0.6%
2021,3,8,Jason Sanders(MIA),2,3,66.7,50,0,0,0,1,1,2,2,1,11.0,11.0,43.2%
2021,3,9,Matt Gay(WAS),2,2,100.0,48,0,1,0,1,0,4,4,1,11.0,11.0,16.1%
2021,3,10,Rodrigo Blankenship(FA),3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,0.2%
2021,3,11,Nick Folk(FA),2,2,100.0,45,0,1,0,1,0,1,1,1,8.0,8.0,0.9%
2021,3,12,Matt Prater(FA),1,2,50.0,34,0,0,1,0,0,4,4,1,7.0,7.0,0.9%
2021,3,13,Jason Myers(SEA),1,2,50.0,53,0,0,0,0,1,2,2,1,7.0,7.0,7.2%
2021,3,14,Cairo Santos(CHI),2,2,100.0,47,0,1,0,1,0,0,0,1,7.0,7.0,14.0%
2021,3,15,Evan McPherson(CIN),1,1,100.0,43,0,0,0,1,0,3,3,1,7.0,7.0,43.6%
2021,3,16,Graham Gano(NYG),2,2,100.0,31,0,1,1,0,0,0,0,1,6.0,6.0,2.3%
2021,3,17,Ryan Succop(FA),1,2,50.0,26,0,1,0,0,0,3,3,1,6.0,6.0,1.5%
2021,3,18,Younghoe Koo(ATL),1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,22.0%
2021,3,19,Zane Gonzalez(FA),1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,6.3%
2021,3,20,Harrison Butker(KC),1,1,100.0,34,0,0,1,0,0,3,3,1,6.0,6.0,68.5%
2021,3,21,Ryan Santoso(FA),1,1,100.0,35,0,0,1,0,0,2,2,1,5.0,5.0,0.0%
2021,3,22,Joey Slye(TEN),1,1,100.0,53,0,0,0,0,1,0,1,1,5.0,5.0,2.0%
2021,3,23,Randy Bullock(FA),1,1,100.0,32,0,0,1,0,0,2,2,1,5.0,5.0,1.2%
2021,3,24,Greg Zuerlein(FA),0,0,0,0,0,0,0,0,0,5,6,1,5.0,5.0,1.7%
2021,3,25,Chris Boswell(PIT),1,2,50.0,26,0,1,0,0,0,1,1,1,4.0,4.0,72.6%
2021,3,26,Robbie Gould(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.1%
2021,3,27,Aldrick Rosas(FA),0,2,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%
2021,3,28,Tristan Vizcaino(FA),1,1,100.0,24,0,1,0,0,0,1,3,1,4.0,4.0,0.0%
2021,3,29,Dustin Hopkins(CLE),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%
2021,3,30,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,60.7%
2021,3,31,Josh Lambo(FA),0,0,0,0,0,0,0,0,0,1,3,1,1.0,1.0,0.6%
2021,3,32,Matt Ammendola(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,3,33,Cameron Nizialek(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,3,34,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2021,4,1,Tyler Bass(BUF),4,4,100.0,33,0,3,1,0,0,4,4,1,16.0,16.0,61.2%
2021,4,2,Ryan Succop(FA),4,5,80.0,48,0,2,0,2,0,1,1,1,15.0,15.0,1.5%
2021,4,3,Matt Prater(FA),3,3,100.0,55,0,2,0,0,1,4,4,1,15.0,15.0,0.9%
2021,4,4,Justin Tucker(FA),3,3,100.0,46,0,1,0,2,0,2,2,1,13.0,13.0,10.4%
2021,4,5,Jake Elliott(PHI),3,3,100.0,31,0,2,1,0,0,3,3,1,12.0,12.0,60.7%
2021,4,6,Randy Bullock(FA),3,4,75.0,46,0,0,1,2,0,1,1,1,12.0,12.0,1.2%
2021,4,7,Rodrigo Blankenship(FA),2,2,100.0,43,0,0,1,1,0,3,3,1,10.0,10.0,0.2%
2021,4,8,Matt Ammendola(FA),2,2,100.0,27,0,2,0,0,0,3,3,1,9.0,9.0,0.0%
2021,4,9,Chase McLaughlin(TB),2,2,100.0,53,0,0,0,1,1,0,0,1,9.0,9.0,71.0%
2021,4,10,Mason Crosby(FA),2,2,100.0,29,0,2,0,0,0,3,3,1,9.0,9.0,0.1%
2021,4,11,Matt Gay(WAS),2,3,66.7,42,0,1,0,1,0,2,2,1,9.0,9.0,16.1%
2021,4,12,Graham Gano(NYG),2,3,66.7,48,0,1,0,1,0,1,1,1,8.0,8.0,2.3%
2021,4,13,Chris Boswell(PIT),1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,72.6%
2021,4,14,Harrison Butker(KC),0,0,0,0,0,0,0,0,0,6,6,1,6.0,6.0,68.5%
2021,4,15,Cairo Santos(CHI),1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,14.0%
2021,4,16,Greg Zuerlein(FA),1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,1.7%
2021,4,17,Younghoe Koo(ATL),1,1,100.0,25,0,1,0,0,0,3,3,1,6.0,6.0,22.0%
2021,4,18,Evan McPherson(CIN),1,2,50.0,35,0,0,1,0,0,3,3,1,6.0,6.0,43.6%
2021,4,19,Jason Sanders(MIA),1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,43.2%
2021,4,20,Nick Folk(FA),1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,5.0,0.9%
2021,4,21,Tristan Vizcaino(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0%
2021,4,22,Jason Myers(SEA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,7.2%
2021,4,23,Dustin Hopkins(CLE),1,1,100.0,21,0,1,0,0,0,1,3,1,4.0,4.0,2.0%
2021,4,24,Zane Gonzalez(FA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,6.3%
2021,4,25,Aldrick Rosas(FA),0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%
2021,4,26,Matthew Wright(CAR),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%
2021,4,27,Daniel Carlson(LV),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,15.2%
2021,4,28,Ryan Santoso(FA),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.0%
2021,4,29,Brandon McManus(GB),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,7.3%
2021,4,30,Greg Joseph(SF),0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.6%
2021,4,31,Cameron Nizialek(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,4,32,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2021,4,33,Ka'imi Fairbairn(HOU),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,66.4%
2021,5,1,Nick Folk(FA),4,4,100.0,52,0,1,1,0,2,1,2,1,17.0,17.0,0.9%
2021,5,2,Greg Joseph(SF),4,5,80.0,55,0,0,2,0,2,1,1,1,17.0,17.0,0.6%
2021,5,3,Mason Crosby(FA),4,7,57.1,49,0,1,0,3,0,1,2,1,16.0,16.0,0.1%
2021,5,4,Zane Gonzalez(FA),3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,14.0,6.3%
2021,5,5,Greg Zuerlein(FA),3,3,100.0,38,0,0,3,0,0,5,5,1,14.0,14.0,1.7%
2021,5,6,Graham Gano(NYG),2,3,66.7,51,0,0,0,0,2,2,2,1,12.0,12.0,2.3%
2021,5,7,Austin Seibert(FA),3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,12.0,0.7%
2021,5,8,Chris Boswell(PIT),2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,11.0,72.6%
2021,5,9,Dustin Hopkins(CLE),3,3,100.0,45,0,2,0,1,0,1,1,1,11.0,11.0,2.0%
2021,5,10,Younghoe Koo(ATL),2,2,100.0,52,0,0,1,0,1,3,3,1,11.0,11.0,22.0%
2021,5,11,Harrison Butker(KC),2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,10.0,68.5%
2021,5,12,Cairo Santos(CHI),2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,14.0%
2021,5,13,Chase McLaughlin(TB),2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,10.0,71.0%
2021,5,14,Ryan Succop(FA),1,1,100.0,42,0,0,0,1,0,6,6,1,10.0,10.0,1.5%
2021,5,15,Matt Gay(WAS),2,2,100.0,47,0,0,1,1,0,2,3,1,9.0,9.0,16.1%
2021,5,16,Jake Elliott(PHI),2,2,100.0,58,0,0,1,0,1,1,1,1,9.0,9.0,60.7%
2021,5,17,Tyler Bass(BUF),1,1,100.0,30,0,0,1,0,0,5,5,1,8.0,8.0,61.2%
2021,5,18,Rodrigo Blankenship(FA),2,4,50.0,43,0,0,1,1,0,1,2,1,8.0,8.0,0.2%
2021,5,19,Matt Ammendola(FA),2,2,100.0,49,0,0,1,1,0,0,1,1,7.0,7.0,0.0%
2021,5,20,Randy Bullock(FA),1,1,100.0,34,0,0,1,0,0,4,5,1,7.0,7.0,1.2%
2021,5,21,Brandon McManus(GB),2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,7.0,7.3%
2021,5,22,Jason Sanders(MIA),1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,43.2%
2021,5,23,Matt Prater(FA),1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,5.0,0.9%
2021,5,24,Joey Slye(TEN),1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,2.0%
2021,5,25,Jason Myers(SEA),1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,5.0,7.2%
2021,5,26,Ka'imi Fairbairn(HOU),1,2,50.0,33,0,0,1,0,0,1,3,1,4.0,4.0,66.4%
2021,5,27,Cody Parkey(FA),0,0,0,0,0,0,0,0,0,3,5,1,3.0,3.0,1.4%
2021,5,28,Daniel Carlson(LV),1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,15.2%
2021,5,29,Tristan Vizcaino(FA),0,0,0,0,0,0,0,0,0,3,5,1,3.0,3.0,0.0%
2021,5,30,Justin Tucker(FA),1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,3.0,10.4%
2021,5,31,Evan McPherson(CIN),0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,43.6%
2021,5,32,Matthew Wright(CAR),0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,2.0%
2021,5,33,Brian Johnson(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7%
2021,5,34,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2021,6,1,Matthew Wright(CAR),3,3,100.0,54,0,0,0,1,2,2,2,1,16.0,16.0,2.0%
2021,6,2,Matt Prater(FA),3,3,100.0,51,0,0,2,0,1,4,4,1,15.0,15.0,0.9%
2021,6,3,Greg Zuerlein(FA),3,4,75.0,49,0,0,1,2,0,2,2,1,13.0,13.0,1.7%
2021,6,4,Tyler Bass(BUF),3,3,100.0,52,0,2,0,0,1,2,2,1,13.0,13.0,61.2%
2021,6,5,Chris Boswell(PIT),3,3,100.0,52,0,1,1,0,1,2,2,1,13.0,13.0,72.6%
2021,6,6,Daniel Carlson(LV),2,3,66.7,50,0,0,1,0,1,4,4,1,12.0,12.0,15.2%
2021,6,7,Justin Tucker(FA),2,2,100.0,52,0,0,1,0,1,4,4,1,12.0,12.0,10.4%
2021,6,8,Randy Bullock(FA),2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,11.0,1.2%
2021,6,9,Evan McPherson(CIN),2,2,100.0,40,0,0,1,1,0,4,4,1,11.0,11.0,43.6%
2021,6,10,Jason Myers(SEA),2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,10.0,7.2%
2021,6,11,Dustin Hopkins(CLE),2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,10.0,2.0%
2021,6,12,Greg Joseph(SF),3,5,60.0,38,0,2,1,0,0,1,1,1,10.0,10.0,0.6%
2021,6,13,Zane Gonzalez(FA),2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,9.0,6.3%
2021,6,14,Harrison Butker(KC),1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,9.0,68.5%
2021,6,15,Michael Badgley(FA),1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,8.0,3.4%
2021,6,16,Jason Sanders(MIA),2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,43.2%
2021,6,17,Matt Gay(WAS),1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,8.0,16.1%
2021,6,18,Brandon McManus(GB),1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,7.3%
2021,6,19,Mason Crosby(FA),1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.1%
2021,6,20,Ryan Succop(FA),0,0,0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.5%
2021,6,21,Graham Gano(NYG),1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,3.0,2.3%
2021,6,22,Austin Seibert(FA),1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,0.7%
2021,6,23,Ka'imi Fairbairn(HOU),1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,66.4%
2021,6,24,Nick Folk(FA),0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.9%
2021,6,25,Cairo Santos(CHI),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,14.0%
2021,6,26,Chase McLaughlin(TB),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,71.0%
2021,6,27,Jake Elliott(PHI),0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,60.7%
2021,6,28,Tristan Vizcaino(FA),0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0%
2021,6,29,JJ Molson(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2021,6,30,Ty Long(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2021,7,1,Graham Gano(NYG),3,3,100.0,53,0,0,0,2,1,2,2,1,15.0,15.0,2.3%
2021,7,2,Austin Seibert(FA),4,4,100.0,47,0,0,2,2,0,1,1,1,15.0,15.0,0.7%
2021,7,3,Nick Folk(FA),2,2,100.0,50,0,0,1,0,1,6,7,1,14.0,14.0,0.9%
2021,7,4,Evan McPherson(CIN),2,2,100.0,52,0,0,1,0,1,5,5,1,13.0,13.0,43.6%
2021,7,5,Younghoe Koo(ATL),3,3,100.0,36,0,0,3,0,0,3,3,1,12.0,12.0,22.0%
2021,7,6,Randy Bullock(FA),2,2,100.0,51,0,0,1,0,1,3,3,1,11.0,11.0,1.2%
2021,7,7,Daniel Carlson(LV),2,2,100.0,39,0,1,1,0,0,3,4,1,9.0,9.0,15.2%
2021,7,8,Matt Gay(WAS),2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,9.0,16.1%
2021,7,9,Ryan Succop(FA),1,2,50.0,22,0,1,0,0,0,5,5,1,8.0,8.0,1.5%
2021,7,10,Joey Slye(TEN),2,2,100.0,56,0,0,1,0,1,0,1,1,8.0,8.0,2.0%
2021,7,11,Brian Johnson(FA),2,2,100.0,33,0,1,1,0,0,1,1,1,7.0,7.0,1.7%
2021,7,12,Michael Badgley(FA),1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,7.0,3.4%
2021,7,13,Matt Prater(FA),1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,0.9%
2021,7,14,Chase McLaughlin(TB),1,2,50.0,52,0,0,0,0,1,2,2,1,7.0,7.0,71.0%
2021,7,15,Mason Crosby(FA),1,2,50.0,39,0,0,1,0,0,3,3,1,6.0,6.0,0.1%
2021,7,16,Justin Tucker(FA),1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,10.4%
2021,7,17,Jason Myers(SEA),1,3,33.3,50,0,0,0,0,1,1,1,1,6.0,6.0,7.2%
2021,7,18,Ka'imi Fairbairn(HOU),1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,66.4%
2021,7,19,Chris Blewitt(FA),1,2,50.0,45,0,0,0,1,0,1,1,1,5.0,5.0,0.1%
2021,7,20,Zane Gonzalez(FA),1,1,100.0,45,0,0,0,1,0,0,0,1,4.0,4.0,6.3%
2021,7,21,Harrison Butker(KC),1,2,50.0,42,0,0,0,1,0,0,0,1,4.0,4.0,68.5%
2021,7,22,Jason Sanders(MIA),0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,43.2%
2021,7,23,Cairo Santos(CHI),1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,3.0,14.0%
2021,7,24,Jake Elliott(PHI),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,60.7%
2021,7,25,Brandon McManus(GB),0,0,0,0,0,0,0,0,0,2,2,1,2.0,2.0,7.3%
2021,7,26,Matt Ammendola(FA),0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%
2021,8,1,Zane Gonzalez(FA),4,4,100.0,57,0,2,0,0,2,1,1,1,17.0,17.0,6.3%
2021,8,2,Jake Elliott(PHI),3,3,100.0,43,0,1,0,2,0,5,5,1,16.0,16.0,60.7%
2021,8,3,Joey Slye(TEN),4,5,80.0,52,0,1,1,1,1,1,2,1,16.0,16.0,2.0%
2021,8,4,Nick Folk(FA),4,4,100.0,48,0,1,1,2,0,1,1,1,15.0,15.0,0.9%
2021,8,5,Brian Johnson(FA),3,3,100.0,35,0,2,1,0,0,3,4,1,12.0,12.0,1.7%
2021,8,6,Greg Joseph(SF),3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,12.0,0.6%
2021,8,7,Randy Bullock(FA),2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,12.0,1.2%
2021,8,8,Cairo Santos(CHI),3,3,100.0,40,0,1,1,1,0,1,2,1,11.0,11.0,14.0%
2021,8,9,Tyler Bass(BUF),2,2,100.0,57,0,0,1,0,1,2,2,1,10.0,10.0,61.2%
2021,8,10,Younghoe Koo(ATL),2,3,66.7,53,0,0,0,1,1,1,1,1,10.0,10.0,22.0%
2021,8,11,Harrison Butker(KC),2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,68.5%
2021,8,12,Greg Zuerlein(FA),2,3,66.7,39,0,0,2,0,0,2,2,1,8.0,8.0,1.7%
2021,8,13,Matt Ammendola(FA),2,3,66.7,24,0,2,0,0,0,2,2,1,8.0,8.0,0.0%
2021,8,14,Matt Gay(WAS),1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,16.1%
2021,8,15,Dustin Hopkins(CLE),1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,2.0%
