year,week,Rank,Player,Rush_ATT,Rush_YDS,Rush_Y/A,LG,20+,Rush_TD,Rec_REC,Rec_TGT,Rec_YDS,Rec_Y/R,Rec_TD,FL,G,FPTS,FPTS/G,ROST
2019,1,26,Darren Sproles(FA),9,47,5.2,17,0,0,3,3,16,5.3,0,0,1,8.3,8.3,0.1%
2019,1,27,James White(FA),4,26,6.5,9,0,0,5,7,56,11.2,0,0,1,8.2,8.2,0.1%
2019,1,28,Dontrell Hilliard(FA),1,4,4.0,4,0,1,1,2,14,14.0,0,0,1,7.8,7.8,0.0%
2019,1,29,Chris Thompson(FA),3,10,3.3,7,0,0,7,10,68,9.7,0,0,1,7.8,7.8,0.0%
2019,1,30,Leonard Fournette(FA),13,66,5.1,14,0,0,4,6,28,7.0,0,1,1,7.4,7.4,0.0%
2019,1,31,Phillip Lindsay(FA),11,43,3.9,9,0,0,4,6,23,5.8,0,0,1,6.6,6.6,0.0%
2019,1,32,James Conner(ARI),10,21,2.1,5,0,0,4,4,44,11.0,0,0,1,6.5,6.5,93.3%
2019,1,33,Giovani Bernard(FA),7,21,3.0,11,0,0,2,3,42,21.0,0,0,1,6.3,6.3,0.0%
2019,1,34,Kerryon Johnson(FA),16,49,3.1,9,0,0,2,2,13,6.5,0,0,1,6.2,6.2,1.0%
2019,1,35,Patrick Ricard(BAL),0,0,0,0,0,0,1,1,1,1.0,1,0,1,6.1,6.1,0.8%
2019,1,36,Alex Armah Jr.(FA),1,1,1.0,1,0,1,0,0,0,0,0,0,1,6.1,6.1,0.0%
2019,1,37,Justin Jackson(FA),6,57,9.5,24,2,0,1,3,4,4.0,0,0,1,6.1,6.1,0.0%
2019,1,38,Royce Freeman(FA),10,56,5.6,26,1,0,1,1,5,5.0,0,0,1,6.1,6.1,0.0%
2019,1,39,Gus Edwards(FA),17,56,3.3,11,0,0,0,0,0,0,0,0,1,5.6,5.6,2.4%
2019,1,40,Tevin Coleman(FA),6,23,3.8,12,0,0,2,3,33,16.5,0,0,1,5.6,5.6,0.0%
2019,1,41,Jordan Howard(FA),6,44,7.3,17,0,0,2,3,11,5.5,0,0,1,5.5,5.5,0.0%
2019,1,42,Alexander Mattison(MIA),9,49,5.4,23,1,0,0,0,0,0,0,0,1,4.9,4.9,8.8%
2019,1,43,Tarik Cohen(FA),0,0,0,0,0,0,8,10,49,6.1,0,0,1,4.9,4.9,0.0%
2019,1,44,David Montgomery(DET),6,18,3.0,6,0,0,1,1,27,27.0,0,0,1,4.5,4.5,94.0%
2019,1,45,Peyton Barber(FA),8,33,4.1,14,0,0,2,4,12,6.0,0,0,1,4.5,4.5,1.0%
2019,1,46,Raheem Mostert(LV),9,40,4.4,18,0,0,1,1,0,0.0,0,0,1,4.0,4.0,15.3%
2019,1,47,Ito Smith(FA),6,31,5.2,16,0,0,1,1,9,9.0,0,0,1,4.0,4.0,1.0%
2019,1,48,Aaron Jones Sr.(MIN),13,39,3.0,9,0,0,1,1,0,0.0,0,0,1,3.9,3.9,90.4%
2019,1,49,Derrius Guice(FA),10,18,1.8,5,0,0,3,3,20,6.7,0,0,1,3.8,3.8,1.1%
2019,1,50,Matt Breida(FA),15,37,2.5,13,0,0,0,1,0,0,0,0,1,3.7,3.7,0.0%
2019,1,51,Mike Davis(FA),5,19,3.8,8,0,0,6,7,17,2.8,0,0,1,3.6,3.6,1.0%
2019,1,52,D'Ernest Johnson(FA),1,13,13.0,13,0,0,2,2,23,11.5,0,0,1,3.6,3.6,1.0%
2019,1,53,C.J. Anderson(FA),11,35,3.2,9,0,0,0,0,0,0,0,0,1,3.5,3.5,1.0%
2019,1,54,Dare Ogunbowale(HOU),0,0,0,0,0,0,4,5,33,8.3,0,0,1,3.3,3.3,1.5%
2019,1,55,Justice Hill(BAL),7,27,3.9,13,0,0,0,0,0,0,0,0,1,2.7,2.7,21.4%
2019,1,56,Kenyan Drake(FA),4,12,3.0,9,0,0,2,3,15,7.5,0,0,1,2.7,2.7,1.1%
2019,1,57,Miles Sanders(DAL),11,25,2.3,19,0,0,1,2,2,2.0,0,0,1,2.7,2.7,12.7%
2019,1,58,J.D. McKissic(FA),0,0,0,0,0,0,2,2,24,12.0,0,0,1,2.4,2.4,1.0%
2019,1,59,Tony Pollard(TEN),13,24,1.8,6,0,0,0,0,0,0,0,0,1,2.4,2.4,88.9%
2019,1,60,Frank Gore(FA),11,20,1.8,9,0,0,0,0,0,0,0,0,1,2.0,2.0,8.4%
2019,1,61,Rashaad Penny(FA),6,18,3.0,5,0,0,0,0,0,0,0,0,1,1.8,1.8,0.0%
2019,1,62,Nyheim Hines(FA),4,13,3.3,6,0,0,4,4,4,1.0,0,0,1,1.7,1.7,0.1%
2019,1,63,Joe Mixon(HOU),6,10,1.7,6,0,0,2,3,7,3.5,0,0,1,1.7,1.7,96.6%
2019,1,64,Anthony Sherman(FA),0,0,0,0,0,0,1,1,15,15.0,0,0,1,1.5,1.5,1.2%
2019,1,65,Jamaal Williams(FA),5,0,0.0,5,0,0,2,2,15,7.5,0,0,1,1.5,1.5,1.1%
2019,1,66,Sony Michel(FA),15,14,0.9,5,0,0,0,0,0,0,0,0,1,1.4,1.4,0.0%
2019,1,67,Dion Lewis(FA),3,7,2.3,6,0,0,3,4,6,2.0,0,0,1,1.3,1.3,2.0%
2019,1,68,Kalen Ballage(FA),5,-1,-0.2,6,0,0,1,1,13,13.0,0,0,1,1.2,1.2,0.0%
2019,1,69,Devonta Freeman(FA),8,19,2.4,5,0,0,3,4,12,4.0,0,1,1,1.1,1.1,0.0%
2019,1,70,Patrick DiMarco(FA),0,0,0,0,0,0,2,2,9,4.5,0,0,1,0.9,0.9,1.0%
2019,1,71,Ameer Abdullah(FA),2,8,4.0,6,0,0,0,0,0,0,0,0,1,0.8,0.8,1.0%
2019,1,72,DeAndre Washington(FA),2,8,4.0,7,0,0,0,0,0,0,0,0,1,0.8,0.8,11.0%
2019,1,73,Brandon Bolden(FA),1,7,7.0,7,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%
2019,1,74,Ryquell Armstead(FA),1,7,7.0,7,0,0,0,1,0,0,0,0,1,0.7,0.7,0.2%
2019,1,75,Ty Johnson(BUF),1,6,6.0,6,0,0,0,0,0,0,0,0,1,0.6,0.6,5.0%
2019,1,76,Jaylen Samuels(FA),2,4,2.0,2,0,0,1,2,2,2.0,0,0,1,0.6,0.6,0.0%
2019,1,77,Chase Edmonds(FA),1,5,5.0,5,0,0,0,1,0,0,0,0,1,0.5,0.5,0.0%
2019,1,78,Ty Montgomery II(FA),2,4,2.0,2,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
2019,1,79,Derek Watt(FA),2,4,2.0,2,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%
2019,1,80,Elijhaa Penny(FA),2,3,1.5,2,0,0,0,0,0,0,0,0,1,0.3,0.3,0.0%
2019,1,81,Jalen Richard(FA),1,3,3.0,3,0,0,0,0,0,0,0,0,1,0.3,0.3,1.0%
2019,1,82,Darwin Thompson(FA),0,0,0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%
2019,1,83,Mark Walton(FA),1,1,1.0,1,0,0,0,0,0,0,0,0,1,0.1,0.1,2.0%
2019,1,84,Robert Turbin(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,85,Lamar Miller(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,86,Bilal Powell(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,87,Taiwan Jones(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%
2019,1,88,Stevan Ridley(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,89,DuJuan Harris(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,90,Derrick Coleman(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,91,James Develin(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,92,Zach Line(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,93,Jeremy Hill(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,94,Kyle Juszczyk(SF),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%
2019,1,95,Cordarrelle Patterson(PIT),1,-2,-2.0,0,0,0,1,3,3,3.0,0,0,1,0.0,0.0,1.2%
2019,1,96,Jamize Olawale(FA),0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%
2019,1,97,Travaris Cadet(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,98,Kenjon Barner(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,99,Christine Michael(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,100,Mike Gillislee(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,101,Jamaal Charles(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,102,Jonathan Stewart(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,103,Adrian Peterson(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0%
2019,1,104,Chris Ivory(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,105,LeGarrette Blount(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,106,Marshawn Lynch(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.9%
2019,1,107,David Fluellen(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,108,Jason Cabinda(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%
2019,1,109,John Kelly Jr.(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,110,Lavon Coleman(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,111,Trey Edmunds(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,112,Donnie Ernsberger(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,113,Mike Boone(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%
2019,1,114,Jordan Chunn(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,115,Detrez Newsome(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,116,Jordan Wilkins(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,117,Buddy Howell(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,118,Nick Bawden(FA),0,0,0,0,0,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0%
2019,1,119,Trenton Cannon(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,120,Darrel Williams(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,121,Cethan Carter(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,122,T.J. Logan(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,123,Joe Williams(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,124,Corey Clement(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,125,Kareem Hunt(KC),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,29.9%
2019,1,126,Samaje Perine(CIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.6%
2019,1,127,Justin Davis(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,128,Ricky Ortiz(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,129,Andrew Beck(NYJ),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,130,Cullen Gillaspia(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,131,Chandler Cox(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,132,Travis Homer(CHI),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%
2019,1,133,Benny Snell Jr.(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,134,Jordan Scarlett(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,135,Jeff Wilson Jr.(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%
2019,1,136,De'Lance Turner(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,137,Reggie Bonnafon(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,138,Darrell Henderson Jr.(FA),1,0,0.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,139,Alec Ingold(MIA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%
2019,1,140,Roosevelt Nix(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,141,Jay Ajayi(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,7.0%
2019,1,142,Jeremy Langford(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,143,Javorius Allen(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%
2019,1,144,Cameron Artis-Payne(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,145,T.J. Yeldon(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,146,Zach Zenner(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,147,Keith Smith(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,148,Troymaine Pope(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,149,Danny Vitale(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,150,Dwayne Washington(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,151,Andy Janovich(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,152,Tra Carson(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,153,Tre Madden(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,154,C.J. Ham(MIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%
2019,1,155,J.P. Holtz(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,156,D.J. Foster(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,157,Wendell Smallwood(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,158,Michael Burton(DEN),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,159,Rod Smith(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,160,Tyler Ervin(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,161,C.J. Prosise(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,162,Kenneth Dixon(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%
2019,1,163,Devontae Booker(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
2019,1,164,Alex Collins(FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%
2019,2,1,Dalvin Cook(FA),20,154,7.7,75,1,1,3,3,37,12.3,0,0,1,25.1,25.1,0.6%
2019,2,2,Raheem Mostert(LV),13,83,6.4,20,1,0,3,4,68,22.7,1,0,1,21.1,21.1,15.3%
2019,2,3,Aaron Jones Sr.(MIN),23,116,5.0,15,0,1,4,6,34,8.5,0,0,1,21.0,21.0,90.4%
2019,2,4,Saquon Barkley(PHI),18,107,5.9,27,1,1,3,7,28,9.3,0,0,1,19.5,19.5,99.0%
2019,2,5,Ezekiel Elliott(FA),23,111,4.8,27,1,1,2,2,9,4.5,0,0,1,18.0,18.0,5.1%
2019,2,6,Austin Ekeler(WAS),17,66,3.9,12,0,1,6,6,67,11.2,0,1,1,17.3,17.3,69.0%
2019,2,7,Nick Chubb(HOU),18,62,3.4,19,0,1,4,4,36,9.0,0,0,1,15.8,15.8,39.7%
2019,2,8,Jeff Wilson Jr.(FA),10,34,3.4,14,0,2,0,0,0,0,0,0,1,15.4,15.4,1.0%
2019,2,9,Derrick Henry(BAL),15,82,5.5,18,0,1,2,3,12,6.0,0,0,1,15.4,15.4,98.7%
2019,2,10,Peyton Barber(FA),23,82,3.6,16,0,1,1,1,7,7.0,0,0,1,14.9,14.9,1.0%
2019,2,11,Kerryon Johnson(FA),12,41,3.4,9,0,0,2,3,47,23.5,1,0,1,14.8,14.8,1.0%
2019,2,12,Frank Gore(FA),19,68,3.6,9,0,1,2,2,15,7.5,0,0,1,14.3,14.3,8.4%
2019,2,13,Matt Breida(FA),12,121,10.1,34,1,0,1,1,11,11.0,0,0,1,13.2,13.2,0.0%
2019,2,14,David Montgomery(DET),18,62,3.4,12,0,1,1,3,6,6.0,0,0,1,12.8,12.8,94.0%
2019,2,15,Todd Gurley II(FA),16,63,3.9,20,1,1,3,4,4,1.3,0,0,1,12.7,12.7,0.6%
2019,2,16,Rashaad Penny(FA),10,62,6.2,37,1,1,1,1,3,3.0,0,0,1,12.5,12.5,0.0%
2019,2,17,Sony Michel(FA),21,83,4.0,12,0,1,0,0,0,0,0,1,1,12.3,12.3,0.0%
2019,2,18,Devin Singletary(NYG),6,57,9.5,20,1,1,0,0,0,0,0,0,1,11.7,11.7,7.7%
2019,2,19,Le'Veon Bell(FA),21,68,3.2,8,0,0,10,10,61,6.1,0,1,1,10.9,10.9,0.2%
2019,2,20,James Conner(ARI),11,33,3.0,14,0,1,3,4,12,4.0,0,0,1,10.5,10.5,93.3%
2019,2,21,Royce Freeman(FA),11,54,4.9,14,0,0,5,7,48,9.6,0,0,1,10.2,10.2,0.0%
2019,2,22,Jamaal Williams(FA),9,28,3.1,10,0,0,3,4,13,4.3,1,0,1,10.1,10.1,1.1%
2019,2,23,Josh Jacobs(GB),12,99,8.3,51,1,0,0,0,0,0,0,0,1,9.9,9.9,98.5%
2019,2,24,Adrian Peterson(FA),10,25,2.5,10,0,1,2,2,7,3.5,0,0,1,9.2,9.2,2.0%
2019,2,25,Carlos Hyde(FA),20,90,4.5,14,0,0,0,0,0,0,0,0,1,9.0,9.0,0.0%
2019,2,26,James White(FA),3,10,3.3,5,0,0,3,4,19,6.3,1,0,1,8.9,8.9,0.1%
2019,2,27,Leonard Fournette(FA),15,47,3.1,14,0,0,4,6,40,10.0,0,0,1,8.7,8.7,0.0%
2019,2,28,Jordan Wilkins(FA),5,82,16.4,55,1,0,1,1,4,4.0,0,0,1,8.6,8.6,0.0%
2019,2,29,Mark Ingram II(FA),13,47,3.6,16,0,0,2,2,30,15.0,0,0,1,7.7,7.7,0.6%
2019,2,30,David Johnson(FA),7,14,2.0,4,0,1,1,1,0,0.0,0,0,1,7.4,7.4,0.0%
2019,2,31,Rex Burkhead(FA),5,21,4.2,12,0,0,2,2,47,23.5,0,0,1,6.8,6.8,10.0%
2019,2,32,Chris Carson(FA),15,60,4.0,21,1,0,3,3,27,9.0,0,1,1,6.7,6.7,0.3%
2019,2,33,Phillip Lindsay(FA),13,36,2.8,9,0,0,4,7,30,7.5,0,0,1,6.6,6.6,0.0%
2019,2,34,Devonta Freeman(FA),11,22,2.0,9,0,0,3,4,42,14.0,0,0,1,6.4,6.4,0.0%
2019,2,35,Justin Jackson(FA),7,59,8.4,40,1,0,1,1,5,5.0,0,0,1,6.4,6.4,0.0%
2019,2,36,Marlon Mack(FA),20,51,2.6,10,0,0,2,3,12,6.0,0,0,1,6.3,6.3,0.0%
2019,2,37,Alvin Kamara(NO),13,45,3.5,12,0,0,1,3,15,15.0,0,0,1,6.0,6.0,95.0%
2019,2,38,Damien Williams(FA),9,8,0.9,5,0,0,3,5,48,16.0,0,0,1,5.6,5.6,0.0%
2019,2,39,Christian McCaffrey(SF),16,37,2.3,10,0,0,2,6,16,8.0,0,0,1,5.3,5.3,98.5%
2019,2,40,Chris Thompson(FA),2,3,1.5,2,0,0,5,8,48,9.6,0,0,1,5.1,5.1,0.0%
2019,2,41,D'Ernest Johnson(FA),3,8,2.7,6,0,0,3,4,42,14.0,0,0,1,5.0,5.0,1.0%
2019,2,42,Kenyan Drake(FA),6,19,3.2,9,0,0,5,6,29,5.8,0,0,1,4.8,4.8,1.1%
2019,2,43,Malcolm Brown(FA),6,37,6.2,13,0,0,1,1,10,10.0,0,0,1,4.7,4.7,0.0%
2019,2,44,Ito Smith(FA),4,32,8.0,28,1,0,2,3,13,6.5,0,0,1,4.5,4.5,1.0%
2019,2,45,Ty Montgomery II(FA),3,25,8.3,15,0,0,3,3,15,5.0,0,0,1,4.0,4.0,0.0%
2019,2,46,Miles Sanders(DAL),10,28,2.8,5,0,0,3,4,9,3.0,0,0,1,3.7,3.7,12.7%
2019,2,47,Ty Johnson(BUF),5,30,6.0,17,0,0,2,2,6,3.0,0,0,1,3.6,3.6,5.0%
2019,2,48,DeAndre Washington(FA),3,9,3.0,4,0,0,2,2,26,13.0,0,0,1,3.5,3.5,11.0%
2019,2,49,Duke Johnson Jr.(FA),6,31,5.2,19,0,0,0,1,0,0,0,0,1,3.1,3.1,0.0%
2019,2,50,Jaylen Samuels(FA),3,18,6.0,7,0,0,1,1,13,13.0,0,0,1,3.1,3.1,0.0%
2019,2,51,Joe Mixon(HOU),11,17,1.5,9,0,0,3,5,10,3.3,0,0,1,2.7,2.7,96.6%
2019,2,52,Mark Walton(FA),3,15,5.0,6,0,0,1,2,12,12.0,0,0,1,2.7,2.7,2.0%
2019,2,53,Jordan Howard(FA),8,18,2.3,5,0,0,1,1,8,8.0,0,0,1,2.6,2.6,0.0%
2019,2,54,Tarik Cohen(FA),4,18,4.5,9,0,0,2,5,7,3.5,0,0,1,2.5,2.5,0.0%
2019,2,55,Tony Pollard(TEN),4,22,5.5,10,0,0,1,1,3,3.0,0,0,1,2.5,2.5,88.9%
2019,2,56,Alexander Mattison(MIA),4,25,6.3,14,0,0,0,0,0,0,0,0,1,2.5,2.5,8.8%
2019,2,57,Benny Snell Jr.(FA),1,23,23.0,23,1,0,0,0,0,0,0,0,1,2.3,2.3,0.0%
2019,2,58,LeSean McCoy(FA),11,23,2.1,6,0,0,3,3,0,0.0,0,0,1,2.3,2.3,2.0%
2019,2,59,Latavius Murray(FA),5,7,1.4,4,0,0,1,1,16,16.0,0,0,1,2.3,2.3,0.0%
2019,2,60,C.J. Prosise(FA),2,7,3.5,5,0,0,3,3,13,4.3,0,0,1,2.0,2.0,0.0%
2019,2,61,Chase Edmonds(FA),1,2,2.0,2,0,0,2,2,15,7.5,0,0,1,1.7,1.7,0.0%
2019,2,62,Justice Hill(BAL),1,4,4.0,4,0,0,1,2,10,10.0,0,0,1,1.4,1.4,21.4%
2019,2,63,Dion Lewis(FA),3,9,3.0,4,0,0,1,1,5,5.0,0,0,1,1.4,1.4,2.0%
2019,2,64,Nyheim Hines(FA),2,9,4.5,5,0,0,1,2,5,5.0,0,0,1,1.4,1.4,0.1%
2019,2,65,Wendell Smallwood(FA),1,4,4.0,4,0,0,2,2,9,4.5,0,0,1,1.3,1.3,0.0%
