year,week,Rank,Player,Rec_REC,Rec_TGT,Rec_YDS,Rec_Y/R,LG,20+Rec_TD,Rush_ATT,Rush_YDS,Rush_TD,FL,G,FPTS,FPTS/G,ROST
2019,1,1,Sammy Watkins(FA),9,11,198,22.0,68,4,3,0,0,0,0,1,37.8,37.8
2019,1,2,John Ross(FA),7,12,158,22.6,55,4,2,0,0,0,0,1,27.8,27.8
2019,1,3,DeSean Jackson(FA),8,9,154,19.3,53,2,2,0,0,0,0,1,27.4,27.4
2019,1,4,Marquise Brown(KC),4,5,147,36.8,83,2,2,0,0,0,0,1,26.7,26.7
2019,1,5,DeAndre Hopkins(BAL),8,13,111,13.9,38,2,2,0,0,0,0,1,23.1,23.1
2019,1,6,Phillip Dorsett II(FA),4,4,95,23.8,58,2,2,0,0,0,0,1,21.5,21.5
2019,1,7,T.Y. Hilton(FA),8,9,87,10.9,19,0,2,0,0,0,0,1,20.7,20.7
2019,1,8,DJ Chark Jr.(FA),4,4,146,36.5,69,3,1,0,0,0,0,1,20.6,20.6
2019,1,9,Terry McLaurin(WAS),5,7,125,25.0,69,2,1,0,0,0,0,1,18.5,18.5
2019,1,10,Keenan Allen(FA),8,10,123,15.4,28,4,1,0,0,0,0,1,18.3,18.3
2019,1,11,John Brown(FA),7,10,123,17.6,38,2,1,0,0,0,0,1,18.3,18.3
2019,1,12,Larry Fitzgerald(FA),8,13,113,14.1,45,2,1,0,0,0,0,1,17.3,17.3
2019,1,13,Alshon Jeffery(FA),5,7,49,9.8,16,0,1,1,2,1,0,1,17.1,17.1
2019,1,14,Amari Cooper(FA),6,9,106,17.7,45,2,1,0,0,0,0,1,16.6,16.6
2019,1,15,Tyrell Williams(FA),6,7,105,17.5,43,2,1,0,0,0,0,1,16.5,16.5
2019,1,16,Danny Amendola(FA),7,13,104,14.9,47,1,1,0,0,0,0,1,16.4,16.4
2019,1,17,Michael Gallup(WAS),7,7,158,22.6,62,3,0,0,0,0,0,1,15.8,15.8
2019,1,18,Chris Conley(FA),6,7,97,16.2,21,3,1,0,0,0,0,1,15.7,15.7
2019,1,19,Emmanuel Sanders(FA),5,7,86,17.2,53,2,1,0,0,0,0,1,14.6,14.6
2019,1,20,Josh Gordon(FA),3,4,73,24.3,44,2,1,0,0,0,0,1,13.3,13.3
2019,1,21,Randall Cobb(FA),4,5,69,17.3,25,1,1,0,0,0,0,1,12.9,12.9
2019,1,22,Calvin Ridley(TEN),4,6,64,16.0,20,2,1,0,0,0,0,1,12.4,12.4
2019,1,23,Michael Thomas(FA),10,13,123,12.3,24,1,0,0,0,0,0,1,12.3,12.3
2019,1,24,Courtland Sutton(DEN),7,8,120,17.1,30,3,0,0,0,0,0,1,12.0,12.0
2019,1,25,Chris Godwin(TB),3,6,53,17.7,28,1,1,0,0,0,0,1,11.3,11.3
2019,1,26,Julian Edelman(FA),6,11,83,13.8,24,1,0,1,8,0,0,1,10.4,10.4
2019,1,27,Tyler Lockett(TEN),1,2,44,44.0,44,1,1,0,0,0,0,1,10.4,10.4
2019,1,28,Jamison Crowder(FA),14,17,99,7.1,19,0,0,1,4,0,0,1,10.3,10.3
2019,1,29,Adam Thielen(CAR),3,3,43,14.3,23,1,1,0,0,0,0,1,10.3,10.3
