year,week,Rank,Player,Rec_REC,Rec_TGT,Rec_YDS,Rec_Y/R,LG,20+Rec_TD,Rush_ATT,Rush_YDS,Rush_TD,FL,G,FPTS,FPTS/G,ROST
2022,3,12,Josh Oliver(MIN),2,2,8,4.0,7,0,1,0,0,0,0,1,6.8,6.8
2022,3,13,Tyler Higbee(LAR),4,4,61,15.3,26,1,0,0,0,0,0,1,6.1,6.1
2022,3,14,Cameron Brate(FA),5,6,52,10.4,19,0,0,0,0,0,0,1,5.2,5.2
2022,3,15,Zach Ertz(WAS),6,10,45,7.5,12,0,0,0,0,0,0,1,4.5,4.5
2022,3,16,Foster Moreau(NO),3,4,44,14.7,22,1,0,0,0,0,0,1,4.4,4.4
2022,3,17,Colby Parkinson(LAR),2,2,44,22.0,36,1,0,0,0,0,0,1,4.4,4.4
2022,3,18,Peyton Hendershot(FA),3,3,43,14.3,29,1,0,0,0,0,0,1,4.3,4.3
2022,3,19,Pat Freiermuth(PIT),2,4,41,20.5,26,1,0,0,0,0,0,1,4.1,4.1
2022,3,20,Grant Calcaterra(PHI),1,1,40,40.0,40,1,0,0,0,0,0,1,4.0,4.0
2022,3,21,Cole Kmet(CHI),2,3,40,20.0,24,1,0,0,0,0,0,1,4.0,4.0
2022,3,22,Daniel Bellinger(NYG),4,5,40,10.0,20,1,0,0,0,0,0,1,4.0,4.0
2022,3,23,Robert Tonyan(KC),6,7,37,6.2,9,0,0,0,0,0,0,1,3.7,3.7
2022,3,24,Irv Smith Jr.(HOU),2,6,32,16.0,17,0,0,0,0,0,0,1,3.2,3.2
2022,3,25,Pharaoh Brown(MIA),3,4,31,10.3,30,1,0,0,0,0,0,1,3.1,3.1
2022,3,26,Evan Engram(DEN),1,3,9,9.0,9,0,0,1,0,0,0,1,2.9,2.9
2022,3,27,Kendall Blanton(FA),1,1,28,28.0,28,1,0,0,0,0,0,1,2.8,2.8
2022,3,28,George Kittle(SF),4,5,28,7.0,11,0,0,0,0,0,0,1,2.8,2.8
2022,3,29,Noah Fant(SEA),4,4,27,6.8,16,0,0,0,0,0,0,1,2.7,2.7
2022,3,30,Tyler Davis(FA),2,2,26,13.0,23,1,0,0,0,0,0,1,2.6,2.6
2022,3,31,Noah Gray(KC),1,2,26,26.0,26,1,0,0,0,0,0,1,2.6,2.6
2022,3,32,Gerald Everett(FA),2,6,25,12.5,14,0,0,0,0,0,0,1,2.5,2.5
2022,3,33,Dawson Knox(BUF),4,4,25,6.3,8,0,0,0,0,0,0,1,2.5,2.5
2022,3,34,Jonnu Smith(PIT),4,4,25,6.3,8,0,0,0,0,0,0,1,2.5,2.5
2022,3,35,Ben Ellefson(FA),2,2,24,12.0,12,0,0,0,0,0,0,1,2.4,2.4
2022,3,36,Johnny Mundt(JAC),2,2,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3
2022,3,37,Durham Smythe(CHI),3,3,23,7.7,13,0,0,0,0,0,0,1,2.3,2.3
2022,3,38,Anthony Firkser(FA),1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2
2022,3,39,Darren Waller(MIA),3,5,22,7.3,17,0,0,0,0,0,0,1,2.2,2.2
2022,3,40,Quintin Morris(JAC),2,2,22,11.0,15,0,0,0,0,0,0,1,2.2,2.2
2022,3,41,Austin Hooper(NE),2,2,19,9.5,11,0,0,0,0,0,0,1,1.9,1.9
2022,3,42,Giovanni Ricci(MIN),1,2,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5
2022,3,43,Ian Thomas(LV),2,3,13,6.5,9,0,0,0,0,0,0,1,1.3,1.3
2022,3,44,Jake Ferguson(DAL),2,3,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3
2022,3,45,Kyle Rudolph(FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2
2022,3,46,Albert Okwuegbunam Jr.(IND),1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2
2022,3,47,Mitchell Wilcox(FA),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9
2022,3,48,Mo Alie-Cox(IND),1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9
2022,3,49,Adam Trautman(DEN),1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9
2022,3,50,Hunter Henry(NE),1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8
2022,3,51,Isaiah Likely(BAL),1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8
2022,3,52,Kylen Granson(PHI),2,2,7,3.5,5,0,0,0,0,0,0,1,0.7,0.7
2022,3,53,Hayden Hurst(FA),1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7
2022,3,54,Tommy Tremble(CAR),1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7
2022,3,55,Chris Myarick(FA),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6
2022,3,56,Mike Gesicki(CIN),1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6
2022,3,57,Logan Thomas(FA),2,3,5,2.5,5,0,0,0,0,0,0,1,0.5,0.5
2022,3,58,C.J. Uzomah(FA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5
2022,3,59,Nick Vannett(FA),1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5
2022,3,60,Jack Stoll(NO),1,2,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4
2022,3,61,Hunter Long(JAC),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,62,Tre' McKitty(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,63,Miller Forristall(FA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,64,John Bates(WAS),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,65,Trey McBride(ARI),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,66,Juwan Johnson(NO),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,67,Stephen Sullivan(CAR),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,68,Parker Hesse(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,69,Feleipe Franks(ATL),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,70,Austin Allen(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,71,Shane Zylstra(DET),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,72,Tanner Conner(MIA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,73,Chig Okonkwo(TEN),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,74,Jacob Harris(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,75,Brock Wright(DET),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,76,Armani Rogers(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,77,Ko Kieft(TB),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,78,Connor Heyward(PIT),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,79,Jake Tonges(SF),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,80,Jody Fortson Jr.(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,81,O.J. Howard(FA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,82,Eric Saubert(SEA),0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,83,Jesper Horsted(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,84,Ross Dwelley(SF),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,85,Stephen Anderson(FA),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,3,86,Zach Wood(NO),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
2022,4,1,T.J. Hockenson(MIN),8,12,179,22.4,81,3,2,0,0,0,0,1,31.9,31.9
2022,4,2,Mo Alie-Cox(IND),6,6,85,14.2,34,1,2,0,0,0,0,1,20.5,20.5
2022,4,3,Travis Kelce(KC),9,10,92,10.2,22,1,1,0,0,0,0,1,15.2,15.2
2022,4,4,Gerald Everett(FA),5,6,61,12.2,18,0,1,0,0,0,0,1,12.1,12.1
2022,4,5,Zach Ertz(WAS),6,6,47,7.8,23,1,1,0,0,0,0,1,10.7,10.7
2022,4,6,Will Dissly(LAC),4,4,39,9.8,17,0,1,0,0,0,0,1,9.9,9.9
2022,4,7,Chig Okonkwo(TEN),3,3,38,12.7,23,1,1,0,0,0,0,1,9.8,9.8
2022,4,8,Hayden Hurst(FA),3,4,27,9.0,19,0,1,0,0,0,0,1,8.7,8.7
2022,4,9,Pat Freiermuth(PIT),7,9,85,12.1,24,1,0,0,0,0,0,1,8.5,8.5
2022,4,10,Robert Tonyan(KC),2,2,22,11.0,20,1,1,0,0,0,0,1,8.2,8.2
2022,4,11,Taysom Hill(NO),0,0,0,0,0,0,0,5,21,1,0,1,8.1,8.1
2022,4,12,Tyler Higbee(LAR),10,14,73,7.3,12,0,0,0,0,0,0,1,7.3,7.3
2022,4,13,Dallas Goedert(PHI),5,6,72,14.4,26,2,0,0,0,0,0,1,7.2,7.2
2022,4,14,Jody Fortson Jr.(FA),1,1,10,10.0,10,0,1,0,0,0,0,1,7.0,7.0
2022,4,15,Kylen Granson(PHI),4,4,62,15.5,20,1,0,0,0,0,0,1,6.2,6.2
2022,4,16,Noah Fant(SEA),1,1,2,2.0,2,0,1,0,0,0,0,1,6.2,6.2
2022,4,17,Noah Gray(KC),0,1,0,0,0,0,0,1,1,1,0,1,6.1,6.1
2022,4,18,Tyler Conklin(LAC),3,5,52,17.3,26,1,0,0,0,0,0,1,5.2,5.2
2022,4,19,David Njoku(CLE),5,7,73,14.6,25,2,0,1,-6,0,1,1,4.7,4.7
2022,4,20,Dawson Knox(BUF),3,6,40,13.3,20,1,0,0,0,0,0,1,4.0,4.0
2022,4,21,Adam Trautman(DEN),3,3,37,12.3,14,0,0,0,0,0,0,1,3.7,3.7
2022,4,22,Tommy Tremble(CAR),3,6,34,11.3,16,0,0,0,0,0,0,1,3.4,3.4
2022,4,23,Juwan Johnson(NO),3,4,33,11.0,16,0,0,0,0,0,0,1,3.3,3.3
2022,4,24,Jordan Akins(FA),2,2,33,16.5,30,1,0,0,0,0,0,1,3.3,3.3
2022,4,25,Jelani Woods(IND),1,1,33,33.0,33,1,0,0,0,0,0,1,3.3,3.3
2022,4,26,Cameron Brate(FA),4,8,32,8.0,11,0,0,0,0,0,0,1,3.2,3.2
