year,week,Rank,Player,Rec_REC,Rec_TGT,Rec_YDS,Rec_Y/R,LG,20+Rec_TD,Rush_ATT,Rush_YDS,Rush_TD,FL,G,FPTS,FPTS/G,ROST
2021,1,1,Rob Gronkowski(FA),8,8,90,11.3,20,2,2,0,0,0,0,1,21.0,21.0
2021,1,2,Travis Kelce(KC),6,7,76,12.7,19,0,2,0,0,0,0,1,19.6,19.6
2021,1,3,T.J. Hockenson(MIN),8,11,97,12.1,23,2,1,0,0,0,0,1,17.7,17.7
2021,1,4,Darren Waller(MIA),10,19,105,10.5,24,1,1,0,0,0,0,1,16.5,16.5
2021,1,5,Juwan Johnson(NO),3,3,21,7.0,12,0,2,0,0,0,0,1,14.1,14.1
2021,1,6,Dallas Goedert(PHI),4,5,42,10.5,13,0,1,0,0,0,0,1,10.2,10.2
2021,1,7,Logan Thomas(FA),3,3,30,10.0,12,0,1,0,0,0,0,1,9.0,9.0
2021,1,8,Chris Manhertz(NYG),1,1,22,22.0,22,1,1,0,0,0,0,1,8.2,8.2
2021,1,9,Gerald Everett(FA),2,2,20,10.0,11,0,1,0,0,0,0,1,8.0,8.0
2021,1,10,George Kittle(SF),4,5,78,19.5,35,2,0,0,0,0,0,1,7.8,7.8
2021,1,11,David Njoku(CLE),3,5,76,25.3,43,2,0,0,0,0,0,1,7.6,7.6
2021,1,12,Tyler Higbee(LAR),5,6,68,13.6,37,1,0,0,0,0,0,1,6.8,6.8
2021,1,13,Pharaoh Brown(MIA),4,5,67,16.8,29,2,0,0,0,0,0,1,6.7,6.7
2021,1,14,Noah Fant(SEA),6,8,62,10.3,25,1,0,0,0,0,0,1,6.2,6.2
2021,1,15,Jared Cook(FA),5,8,56,11.2,23,1,0,0,0,0,0,1,5.6,5.6
2021,1,16,Albert Okwuegbunam Jr.(IND),3,3,16,5.3,6,0,1,0,0,0,1,1,5.6,5.6
2021,1,17,James O'Shaughnessy(FA),6,8,48,8.0,22,1,0,0,0,0,0,1,4.8,4.8
2021,1,18,Jonnu Smith(PIT),5,5,42,8.4,11,0,0,1,6,0,0,1,4.8,4.8
2021,1,19,Dalton Schultz(HOU),6,6,45,7.5,16,0,0,0,0,0,0,1,4.5,4.5
2021,1,20,Cole Kmet(CHI),5,7,42,8.4,10,0,0,0,0,0,0,1,4.2,4.2
2021,1,21,Tyler Conklin(LAC),4,4,41,10.3,27,1,0,0,0,0,0,1,4.1,4.1
2021,1,22,Dawson Knox(BUF),4,4,41,10.3,13,0,0,0,0,0,0,1,4.1,4.1
2021,1,23,Will Dissly(LAC),3,3,37,12.3,22,1,0,0,0,0,0,1,3.7,3.7
2021,1,24,C.J. Uzomah(FA),2,2,35,17.5,32,1,0,0,0,0,0,1,3.5,3.5
2021,1,25,Zach Ertz(WAS),2,2,34,17.0,28,1,0,0,0,0,0,1,3.4,3.4
2021,1,26,Hunter Henry(NE),3,3,31,10.3,16,0,0,0,0,0,0,1,3.1,3.1
2021,1,27,Kyle Pitts(ATL),4,8,31,7.8,18,0,0,0,0,0,0,1,3.1,3.1
2021,1,28,Hayden Hurst(FA),4,4,28,7.0,9,0,0,0,0,0,0,1,2.8,2.8
2021,1,29,Austin Hooper(NE),3,3,27,9.0,14,0,0,0,0,0,0,1,2.7,2.7
2021,1,30,Tyler Kroft(FA),3,5,26,8.7,10,0,0,0,0,0,0,1,2.6,2.6
2021,1,31,Pat Freiermuth(PIT),1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4
2021,1,32,Ryan Griffin(FA),3,6,22,7.3,8,0,0,0,0,0,0,1,2.2,2.2
2021,1,33,Jack Doyle(FA),3,4,21,7.0,9,0,0,0,0,0,0,1,2.1,2.1
2021,1,34,Mark Andrews(BAL),3,5,20,6.7,10,0,0,0,0,0,0,1,2.0,2.0
2021,1,35,Blake Jarwin(FA),3,3,20,6.7,7,0,0,0,0,0,0,1,2.0,2.0
2021,1,36,Eric Ebron(FA),1,2,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9
2021,1,37,Marcedes Lewis(FA),1,1,19,19.0,19,0,0,0,0,0,0,1,1.9,1.9
2021,1,38,Anthony Firkser(FA),3,4,19,6.3,11,0,0,0,0,0,0,1,1.9,1.9
2021,1,39,Adam Trautman(DEN),3,6,18,6.0,8,0,0,0,0,0,0,1,1.8,1.8
2021,1,40,Harrison Bryant(PHI),1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7
2021,1,41,Ian Thomas(LV),1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7
2021,1,42,Jimmy Graham(FA),1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1
2021,1,43,Durham Smythe(CHI),1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9
2021,1,44,Robert Tonyan(KC),2,4,8,4.0,5,0,0,0,0,0,0,1,0.8,0.8
