year,week,Rank,Player,Rec_REC,Rec_TGT,Rec_YDS,Rec_Y/R,LG,20+Rec_TD,Rush_ATT,Rush_YDS,Rush_TD,FL,G,FPTS,FPTS/G,ROST
2018,1,1,Jared Cook(FA),9,12,180,20.0,45,4,0,0,0,0,0,1,18.0,18.0
2018,1,2,Will Dissly(LAC),3,5,105,35.0,66,2,1,0,0,0,0,1,16.5,16.5
2018,1,3,Rob Gronkowski(FA),7,8,123,17.6,30,4,1,0,0,0,1,1,16.3,16.3
2018,1,4,Eric Ebron(FA),4,5,51,12.8,26,1,1,0,0,0,0,1,11.1,11.1
2018,1,5,Jordan Reed(FA),4,5,48,12.0,22,1,1,0,0,0,0,1,10.8,10.8
2018,1,6,George Kittle(SF),5,9,90,18.0,36,1,0,0,0,0,0,1,9.0,9.0
2018,1,7,Kyle Rudolph(FA),1,2,11,11.0,11,0,1,0,0,0,0,1,7.1,7.1
2018,1,8,Jesse James(FA),3,5,60,20.0,37,1,0,0,0,0,0,1,6.0,6.0
2018,1,9,O.J. Howard(FA),2,2,54,27.0,35,1,0,0,0,0,0,1,5.4,5.4
2018,1,10,Delanie Walker(FA),4,7,52,13.0,16,0,0,0,0,0,0,1,5.2,5.2
2018,1,11,Zach Ertz(WAS),5,10,48,9.6,18,0,0,0,0,0,0,1,4.8,4.8
2018,1,12,Benjamin Watson(FA),4,4,44,11.0,21,1,0,0,0,0,0,1,4.4,4.4
2018,1,13,Tyler Eifert(FA),3,3,44,14.7,29,1,0,0,0,0,0,1,4.4,4.4
2018,1,14,Jack Doyle(FA),7,10,60,8.6,13,0,0,0,0,0,1,1,4.0,4.0
2018,1,15,Nick Boyle(FA),3,6,40,13.3,25,1,0,0,0,0,0,1,4.0,4.0
2018,1,16,Luke Stocker(FA),2,2,37,18.5,31,1,0,0,0,0,0,1,3.7,3.7
2018,1,17,Antonio Gates(FA),2,3,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6
2018,1,18,Greg Olsen(FA),2,2,33,16.5,19,0,0,0,0,0,0,1,3.3,3.3
2018,1,19,Maxx Williams(FA),3,3,32,10.7,24,1,0,0,0,0,0,1,3.2,3.2
2018,1,20,Mark Andrews(BAL),3,4,31,10.3,12,0,0,0,0,0,0,1,3.1,3.1
2018,1,21,Jake Butt(FA),2,4,29,14.5,22,1,0,0,0,0,0,1,2.9,2.9
2018,1,22,Jordan Thomas(FA),1,2,27,27.0,27,1,0,0,0,0,0,1,2.7,2.7
2018,1,23,Neal Sterling(FA),3,3,27,9.0,12,0,0,0,0,0,0,1,2.7,2.7
2018,1,24,Austin Seferian-Jenkins(FA),3,5,25,8.3,13,0,0,0,0,0,0,1,2.5,2.5
2018,1,25,Austin Hooper(NE),3,4,24,8.0,15,0,0,0,0,0,0,1,2.4,2.4
2018,1,26,Logan Thomas(FA),1,2,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4
2018,1,27,Virgil Green(FA),2,2,21,10.5,15,0,0,0,0,0,0,1,2.1,2.1
2018,1,28,Derek Carrier(FA),2,3,20,10.0,12,0,0,0,0,0,0,1,2.0,2.0
2018,1,29,Ricky Seals-Jones(FA),3,6,19,6.3,7,0,0,0,0,0,0,1,1.9,1.9
2018,1,30,Jason Croom(FA),2,3,18,9.0,10,0,0,0,0,0,0,1,1.8,1.8
2018,1,31,Evan Engram(DEN),2,5,18,9.0,13,0,0,0,0,0,0,1,1.8,1.8
